                    ************************************************************************************************
                    *  Z= 24 A= 50: Positive-Parity Spin-dependent Level Density [MeV-1] for Cr 50 and ldmodel= 3  *
 180.00  5.737  2.33E+24 9.68E+22 1.75E+24 9.33E+20 2.74E+21 4.40E+21 5.82E+21 6.92E+21 7.68E+21 8.08E+21 8.15E+21 7.91E+21 7.43E+21 6.77E+21 6.00E+21 5.17E+21 4.34E+21 3.56E+21 2.85E+21 2.23E+21 1.70E+21 1.27E+21 9.27E+20 6.62E+20 4.63E+20 3.17E+20 2.12E+20 1.39E+20 8.93E+19 5.62E+19 3.46E+19 2.09E+19 1.23E+19
 190.00  5.894  1.31E+25 5.39E+23 9.84E+24 5.05E+21 1.49E+22 2.39E+22 3.16E+22 3.77E+22 4.19E+22 4.42E+22 4.48E+22 4.36E+22 4.12E+22 3.77E+22 3.36E+22 2.91E+22 2.46E+22 2.03E+22 1.64E+22 1.29E+22 9.96E+21 7.51E+21 5.54E+21 4.00E+21 2.82E+21 1.95E+21 1.32E+21 8.79E+20 5.72E+20 3.65E+20 2.28E+20 1.39E+20 8.37E+19
 200.00  6.047  7.05E+25 2.87E+24 5.31E+25 2.62E+22 7.73E+22 1.24E+23 1.65E+23 1.97E+23 2.19E+23 2.32E+23 2.36E+23 2.31E+23 2.19E+23 2.01E+23 1.80E+23 1.57E+23 1.34E+23 1.11E+23 9.03E+22 7.17E+22 5.57E+22 4.23E+22 3.15E+22 2.29E+22 1.64E+22 1.15E+22 7.85E+21 5.27E+21 3.47E+21 2.24E+21 1.42E+21 8.79E+20 5.35E+20

                    ************************************************************************************************
                    *  Z= 24 A= 50: Negative-Parity Spin-dependent Level Density [MeV-1] for Cr 50 and ldmodel= 3  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.214  1.44E-01 2.88E-01 1.88E+00 2.09E-02 5.40E-02 6.70E-02 6.02E-02 4.29E-02 2.51E-02 1.22E-02 5.01E-03 1.74E-03 5.16E-04 1.30E-04 2.82E-05 5.21E-06 8.25E-07 1.12E-07 1.31E-08 1.31E-09 1.13E-10 8.41E-12 5.36E-13 2.94E-14 1.39E-15 5.66E-17 1.98E-18 5.98E-20 1.55E-21 3.47E-23 6.70E-25 1.11E-26 1.59E-28
   0.50  0.302  3.38E-01 3.89E-01 2.54E+00 2.82E-02 7.29E-02 9.04E-02 8.13E-02 5.79E-02 3.38E-02 1.65E-02 6.77E-03 2.36E-03 6.97E-04 1.76E-04 3.80E-05 7.03E-06 1.11E-06 1.51E-07 1.77E-08 1.77E-09 1.53E-10 1.13E-11 7.24E-13 3.97E-14 1.88E-15 7.64E-17 2.67E-18 8.07E-20 2.10E-21 4.69E-23 9.04E-25 1.50E-26 2.15E-28
   0.75  0.370  5.99E-01 5.22E-01 3.41E+00 3.78E-02 9.79E-02 1.21E-01 1.09E-01 7.78E-02 4.54E-02 2.21E-02 9.09E-03 3.16E-03 9.36E-04 2.37E-04 5.11E-05 9.44E-06 1.50E-06 2.03E-07 2.38E-08 2.38E-09 2.06E-10 1.52E-11 9.72E-13 5.34E-14 2.52E-15 1.03E-16 3.59E-18 1.08E-19 2.82E-21 6.30E-23 1.21E-24 2.02E-26 2.89E-28
   1.00  0.428  9.48E-01 6.98E-01 4.55E+00 5.06E-02 1.31E-01 1.62E-01 1.46E-01 1.04E-01 6.07E-02 2.96E-02 1.22E-02 4.23E-03 1.25E-03 3.16E-04 6.83E-05 1.26E-05 2.00E-06 2.72E-07 3.18E-08 3.19E-09 2.75E-10 2.04E-11 1.30E-12 7.14E-14 3.37E-15 1.37E-16 4.80E-18 1.45E-19 3.76E-21 8.42E-23 1.62E-24 2.70E-26 3.86E-28
   1.25  0.478  1.41E+00 9.29E-01 6.06E+00 6.73E-02 1.74E-01 2.16E-01 1.94E-01 1.38E-01 8.08E-02 3.94E-02 1.62E-02 5.63E-03 1.67E-03 4.21E-04 9.09E-05 1.68E-05 2.66E-06 3.62E-07 4.23E-08 4.24E-09 3.66E-10 2.71E-11 1.73E-12 9.50E-14 4.49E-15 1.83E-16 6.39E-18 1.93E-19 5.01E-21 1.12E-22 2.16E-24 3.59E-26 5.14E-28
   1.50  0.524  2.03E+00 1.23E+00 8.03E+00 8.92E-02 2.31E-01 2.86E-01 2.57E-01 1.83E-01 1.07E-01 5.22E-02 2.14E-02 7.46E-03 2.21E-03 5.58E-04 1.20E-04 2.23E-05 3.53E-06 4.80E-07 5.60E-08 5.62E-09 4.85E-10 3.59E-11 2.29E-12 1.26E-13 5.95E-15 2.42E-16 8.47E-18 2.56E-19 6.64E-21 1.49E-22 2.86E-24 4.76E-26 6.81E-28
   1.75  0.566  2.84E+00 1.63E+00 1.06E+01 1.18E-01 3.05E-01 3.78E-01 3.40E-01 2.42E-01 1.41E-01 6.90E-02 2.83E-02 9.85E-03 2.92E-03 7.36E-04 1.59E-04 2.94E-05 4.66E-06 6.34E-07 7.40E-08 7.42E-09 6.40E-10 4.75E-11 3.03E-12 1.66E-13 7.85E-15 3.19E-16 1.12E-17 3.37E-19 8.77E-21 1.96E-22 3.78E-24 6.28E-26 8.99E-28
   2.00  0.605  3.91E+00 2.14E+00 1.40E+01 1.55E-01 4.01E-01 4.98E-01 4.47E-01 3.19E-01 1.86E-01 9.07E-02 3.73E-02 1.30E-02 3.84E-03 9.69E-04 2.09E-04 3.87E-05 6.13E-06 8.34E-07 9.73E-08 9.77E-09 8.42E-10 6.25E-11 3.98E-12 2.19E-13 1.03E-14 4.20E-16 1.47E-17 4.44E-19 1.15E-20 2.58E-22 4.98E-24 8.27E-26 1.18E-27
   2.25  0.641  5.31E+00 2.80E+00 1.83E+01 2.03E-01 5.26E-01 6.52E-01 5.87E-01 4.18E-01 2.44E-01 1.19E-01 4.89E-02 1.70E-02 5.03E-03 1.27E-03 2.74E-04 5.07E-05 8.04E-06 1.09E-06 1.28E-07 1.28E-08 1.10E-09 8.19E-11 5.22E-12 2.87E-13 1.36E-14 5.51E-16 1.93E-17 5.82E-19 1.51E-20 3.38E-22 6.53E-24 1.08E-25 1.55E-27
   2.50  0.676  7.15E+00 3.67E+00 2.39E+01 2.66E-01 6.88E-01 8.53E-01 7.67E-01 5.46E-01 3.19E-01 1.56E-01 6.39E-02 2.22E-02 6.58E-03 1.66E-03 3.59E-04 6.63E-05 1.05E-05 1.43E-06 1.67E-07 1.67E-08 1.44E-09 1.07E-10 6.83E-12 3.75E-13 1.77E-14 7.21E-16 2.52E-17 7.61E-19 1.98E-20 4.43E-22 8.53E-24 1.42E-25 2.03E-27
   2.75  0.709  9.54E+00 4.78E+00 3.12E+01 3.46E-01 8.97E-01 1.11E+00 1.00E+00 7.12E-01 4.16E-01 2.03E-01 8.33E-02 2.90E-02 8.58E-03 2.17E-03 4.68E-04 8.65E-05 1.37E-05 1.86E-06 2.18E-07 2.18E-08 1.88E-09 1.40E-10 8.91E-12 4.89E-13 2.31E-14 9.40E-16 3.29E-17 9.93E-19 2.58E-20 5.77E-22 1.11E-23 1.85E-25 2.65E-27
   3.00  0.741  1.26E+01 6.22E+00 4.06E+01 4.51E-01 1.17E+00 1.45E+00 1.30E+00 9.27E-01 5.41E-01 2.64E-01 1.08E-01 3.77E-02 1.12E-02 2.82E-03 6.08E-04 1.12E-04 1.78E-05 2.42E-06 2.83E-07 2.84E-08 2.45E-09 1.82E-10 1.16E-11 6.36E-13 3.00E-14 1.22E-15 4.28E-17 1.29E-18 3.35E-20 7.51E-22 1.45E-23 2.40E-25 3.44E-27
   3.25  0.771  1.67E+01 8.07E+00 5.26E+01 5.85E-01 1.51E+00 1.88E+00 1.69E+00 1.20E+00 7.02E-01 3.42E-01 1.41E-01 4.89E-02 1.45E-02 3.66E-03 7.89E-04 1.46E-04 2.31E-05 3.15E-06 3.67E-07 3.68E-08 3.18E-09 2.36E-10 1.50E-11 8.25E-13 3.90E-14 1.59E-15 5.55E-17 1.68E-18 4.35E-20 9.74E-22 1.88E-23 3.12E-25 4.46E-27
   3.50  0.800  2.19E+01 1.04E+01 6.82E+01 7.57E-01 1.96E+00 2.43E+00 2.19E+00 1.56E+00 9.09E-01 4.43E-01 1.82E-01 6.33E-02 1.87E-02 4.73E-03 1.02E-03 1.89E-04 2.99E-05 4.07E-06 4.76E-07 4.77E-08 4.11E-09 3.05E-10 1.95E-11 1.07E-12 5.05E-14 2.05E-15 7.19E-17 2.17E-18 5.63E-20 1.26E-21 2.43E-23 4.04E-25 5.78E-27
   3.75  0.828  2.87E+01 1.35E+01 8.81E+01 9.78E-01 2.53E+00 3.14E+00 2.82E+00 2.01E+00 1.18E+00 5.73E-01 2.35E-01 8.18E-02 2.42E-02 6.12E-03 1.32E-03 2.44E-04 3.87E-05 5.26E-06 6.15E-07 6.17E-08 5.32E-09 3.94E-10 2.51E-11 1.38E-12 6.52E-14 2.65E-15 9.29E-17 2.80E-18 7.28E-20 1.63E-21 3.14E-23 5.22E-25 7.47E-27
   4.00  0.855  3.70E+01 1.68E+01 1.14E+02 1.12E+00 2.94E+00 3.73E+00 3.47E+00 2.58E+00 1.59E+00 8.30E-01 3.68E-01 1.40E-01 4.57E-02 1.29E-02 3.14E-03 6.63E-04 1.21E-04 1.92E-05 2.65E-06 3.17E-07 3.30E-08 2.98E-09 2.34E-10 1.60E-11 9.55E-13 4.95E-14 2.23E-15 8.77E-17 3.00E-18 8.94E-20 2.32E-21 5.25E-23 1.03E-24
   4.25  0.882  4.72E+01 2.02E+01 1.42E+02 1.26E+00 3.34E+00 4.32E+00 4.13E+00 3.20E+00 2.07E+00 1.14E+00 5.43E-01 2.23E-01 7.94E-02 2.47E-02 6.69E-03 1.59E-03 3.29E-04 5.97E-05 9.51E-06 1.33E-06 1.63E-07 1.75E-08 1.66E-09 1.37E-10 1.00E-11 6.43E-13 3.62E-14 1.79E-15 7.82E-17 3.00E-18 1.01E-19 2.99E-21 7.80E-23
   4.50  0.907  5.94E+01 2.45E+01 1.75E+02 1.49E+00 3.96E+00 5.15E+00 4.98E+00 3.90E+00 2.57E+00 1.45E+00 7.03E-01 2.97E-01 1.09E-01 3.50E-02 9.84E-03 2.43E-03 5.26E-04 1.00E-04 1.68E-05 2.47E-06 3.20E-07 3.66E-08 3.69E-09 3.27E-10 2.56E-11 1.77E-12 1.07E-13 5.77E-15 2.73E-16 1.14E-17 4.21E-19 1.37E-20 3.94E-22
   4.75  0.932  7.43E+01 2.97E+01 2.14E+02 1.76E+00 4.68E+00 6.13E+00 5.98E+00 4.75E+00 3.18E+00 1.82E+00 9.05E-01 3.91E-01 1.48E-01 4.90E-02 1.42E-02 3.65E-03 8.22E-04 1.63E-04 2.87E-05 4.44E-06 6.07E-07 7.34E-08 7.84E-09 7.40E-10 6.18E-11 4.57E-12 2.99E-13 1.73E-14 8.84E-16 4.00E-17 1.61E-18 5.70E-20 1.79E-21
   5.00  0.956  9.22E+01 3.58E+01 2.62E+02 2.07E+00 5.53E+00 7.29E+00 7.17E+00 5.76E+00 3.91E+00 2.28E+00 1.16E+00 5.11E-01 1.98E-01 6.76E-02 2.03E-02 5.38E-03 1.26E-03 2.61E-04 4.78E-05 7.75E-06 1.11E-06 1.42E-07 1.60E-08 1.60E-09 1.42E-10 1.12E-11 7.81E-13 4.84E-14 2.66E-15 1.30E-16 5.64E-18 2.17E-19 7.43E-21
   5.50  1.003  1.44E+02 5.18E+01 3.87E+02 2.87E+00 7.69E+00 1.02E+01 1.02E+01 8.39E+00 5.85E+00 3.52E+00 1.85E+00 8.54E-01 3.47E-01 1.25E-01 3.97E-02 1.12E-02 2.81E-03 6.26E-04 1.24E-04 2.19E-05 3.43E-06 4.80E-07 5.98E-08 6.65E-09 6.59E-10 5.82E-11 4.59E-12 3.22E-13 2.02E-14 1.13E-15 5.65E-17 2.52E-18 1.00E-19
   6.00  1.047  2.18E+02 7.44E+01 5.68E+02 3.95E+00 1.06E+01 1.43E+01 1.45E+01 1.21E+01 8.64E+00 5.35E+00 2.90E+00 1.39E+00 5.89E-01 2.22E-01 7.42E-02 2.21E-02 5.89E-03 1.40E-03 2.97E-04 5.65E-05 9.59E-06 1.46E-06 1.98E-07 2.42E-08 2.64E-09 2.58E-10 2.26E-11 1.78E-12 1.25E-13 7.90E-15 4.47E-16 2.27E-17 1.03E-18
   6.50  1.090  3.24E+02 1.06E+02 8.25E+02 5.42E+00 1.47E+01 1.99E+01 2.04E+01 1.73E+01 1.26E+01 7.99E+00 4.47E+00 2.21E+00 9.72E-01 3.81E-01 1.34E-01 4.19E-02 1.18E-02 2.96E-03 6.69E-04 1.36E-04 2.47E-05 4.05E-06 5.95E-07 7.88E-08 9.38E-09 1.00E-09 9.68E-11 8.39E-12 6.55E-13 4.60E-14 2.91E-15 1.66E-16 8.50E-18
   7.00  1.131  4.74E+02 1.50E+02 1.19E+03 7.40E+00 2.01E+01 2.74E+01 2.84E+01 2.45E+01 1.82E+01 1.18E+01 6.76E+00 3.45E+00 1.57E+00 6.38E-01 2.33E-01 7.63E-02 2.25E-02 5.96E-03 1.42E-03 3.06E-04 5.94E-05 1.04E-05 1.64E-06 2.34E-07 3.01E-08 3.50E-09 3.67E-10 3.48E-11 2.98E-12 2.30E-13 1.61E-14 1.02E-15 5.81E-17
   7.50  1.171  6.85E+02 2.11E+02 1.70E+03 1.01E+01 2.74E+01 3.76E+01 3.94E+01 3.44E+01 2.60E+01 1.72E+01 1.01E+01 5.28E+00 2.48E+00 1.04E+00 3.95E-01 1.35E-01 4.14E-02 1.15E-02 2.89E-03 6.56E-04 1.35E-04 2.51E-05 4.22E-06 6.43E-07 8.87E-08 1.11E-08 1.26E-09 1.29E-10 1.20E-11 1.01E-12 7.76E-14 5.38E-15 3.39E-16
   8.00  1.209  9.79E+02 2.94E+02 2.41E+03 1.36E+01 3.72E+01 5.14E+01 5.43E+01 4.80E+01 3.68E+01 2.48E+01 1.49E+01 7.98E+00 3.84E+00 1.67E+00 6.53E-01 2.31E-01 7.40E-02 2.14E-02 5.64E-03 1.34E-03 2.91E-04 5.71E-05 1.02E-05 1.65E-06 2.43E-07 3.24E-08 3.94E-09 4.36E-10 4.38E-11 4.00E-12 3.32E-13 2.51E-14 1.73E-15
   8.50  1.247  1.39E+03 4.09E+02 3.40E+03 1.83E+01 5.02E+01 6.98E+01 7.44E+01 6.66E+01 5.17E+01 3.54E+01 2.17E+01 1.19E+01 5.87E+00 2.62E+00 1.06E+00 3.87E-01 1.28E-01 3.87E-02 1.06E-02 2.65E-03 6.00E-04 1.24E-04 2.33E-05 3.99E-06 6.22E-07 8.85E-08 1.15E-08 1.35E-09 1.46E-10 1.43E-11 1.28E-12 1.05E-13 7.81E-15
   9.00  1.283  1.95E+03 5.64E+02 4.76E+03 2.46E+01 6.75E+01 9.44E+01 1.01E+02 9.16E+01 7.21E+01 5.02E+01 3.12E+01 1.75E+01 8.84E+00 4.04E+00 1.68E+00 6.34E-01 2.17E-01 6.80E-02 1.94E-02 5.03E-03 1.19E-03 2.58E-04 5.08E-05 9.16E-06 1.51E-06 2.27E-07 3.12E-08 3.92E-09 4.50E-10 4.72E-11 4.53E-12 3.98E-13 3.19E-14
   9.50  1.318  2.73E+03 7.74E+02 6.62E+03 3.28E+01 9.04E+01 1.27E+02 1.37E+02 1.25E+02 9.98E+01 7.05E+01 4.46E+01 2.54E+01 1.31E+01 6.15E+00 2.62E+00 1.02E+00 3.60E-01 1.16E-01 3.44E-02 9.27E-03 2.29E-03 5.16E-04 1.06E-04 2.01E-05 3.48E-06 5.52E-07 8.00E-08 1.06E-08 1.30E-09 1.45E-10 1.48E-11 1.39E-12 1.19E-13
  10.00  1.352  3.78E+03 1.06E+03 9.16E+03 4.37E+01 1.21E+02 1.70E+02 1.85E+02 1.71E+02 1.37E+02 9.82E+01 6.31E+01 3.66E+01 1.93E+01 9.24E+00 4.03E+00 1.61E+00 5.85E-01 1.95E-01 5.95E-02 1.66E-02 4.25E-03 9.98E-04 2.15E-04 4.24E-05 7.68E-06 1.28E-06 1.95E-07 2.73E-08 3.52E-09 4.16E-10 4.51E-11 4.50E-12 4.12E-13
  11.00  1.418  7.66E+03 1.94E+03 1.72E+04 7.65E+01 2.12E+02 3.01E+02 3.32E+02 3.11E+02 2.55E+02 1.87E+02 1.23E+02 7.39E+01 4.03E+01 2.01E+01 9.16E+00 3.83E+00 1.47E+00 5.16E-01 1.67E-01 4.97E-02 1.36E-02 3.43E-03 7.95E-04 1.70E-04 3.34E-05 6.06E-06 1.01E-06 1.56E-07 2.21E-08 2.90E-09 3.50E-10 3.90E-11 4.00E-12
  12.00  1.481  1.47E+04 3.50E+03 3.18E+04 1.32E+02 3.67E+02 5.25E+02 5.85E+02 5.55E+02 4.63E+02 3.46E+02 2.34E+02 1.44E+02 8.12E+01 4.19E+01 1.98E+01 8.64E+00 3.46E+00 1.28E+00 4.36E-01 1.37E-01 3.98E-02 1.07E-02 2.64E-03 6.04E-04 1.28E-04 2.50E-05 4.52E-06 7.56E-07 1.17E-07 1.68E-08 2.22E-09 2.72E-10 3.09E-11
  13.00  1.542  2.71E+04 6.20E+03 5.74E+04 2.25E+02 6.27E+02 9.02E+02 1.01E+03 9.73E+02 8.25E+02 6.28E+02 4.34E+02 2.74E+02 1.59E+02 8.43E+01 4.13E+01 1.86E+01 7.77E+00 3.00E+00 1.07E+00 3.53E-01 1.08E-01 3.05E-02 8.01E-03 1.95E-03 4.39E-04 9.19E-05 1.78E-05 3.21E-06 5.36E-07 8.31E-08 1.20E-08 1.60E-09 1.98E-10
  14.00  1.600  4.87E+04 1.08E+04 1.02E+05 3.78E+02 1.06E+03 1.53E+03 1.73E+03 1.68E+03 1.44E+03 1.12E+03 7.87E+02 5.08E+02 3.01E+02 1.64E+02 8.30E+01 3.87E+01 1.67E+01 6.70E+00 2.49E+00 8.58E-01 2.75E-01 8.16E-02 2.26E-02 5.79E-03 1.38E-03 3.07E-04 6.34E-05 1.22E-05 2.18E-06 3.62E-07 5.61E-08 8.08E-09 1.08E-09
  15.00  1.656  8.59E+04 1.86E+04 1.79E+05 6.27E+02 1.76E+03 2.56E+03 2.92E+03 2.86E+03 2.49E+03 1.95E+03 1.40E+03 9.20E+02 5.58E+02 3.12E+02 1.62E+02 7.77E+01 3.47E+01 1.44E+01 5.54E+00 1.98E+00 6.62E-01 2.06E-01 5.95E-02 1.61E-02 4.03E-03 9.45E-04 2.06E-04 4.21E-05 7.99E-06 1.42E-06 2.34E-07 3.61E-08 5.20E-09
  16.00  1.710  1.49E+05 3.15E+04 3.08E+05 1.03E+03 2.89E+03 4.22E+03 4.85E+03 4.79E+03 4.22E+03 3.36E+03 2.44E+03 1.64E+03 1.01E+03 5.78E+02 3.07E+02 1.52E+02 6.96E+01 2.97E+01 1.18E+01 4.40E+00 1.52E+00 4.92E-01 1.49E-01 4.19E-02 1.10E-02 2.71E-03 6.23E-04 1.34E-04 2.69E-05 5.05E-06 8.86E-07 1.45E-07 2.23E-08
  17.00  1.763  2.54E+05 5.27E+04 5.23E+05 1.67E+03 4.70E+03 6.89E+03 7.97E+03 7.94E+03 7.05E+03 5.68E+03 4.20E+03 2.85E+03 1.80E+03 1.05E+03 5.69E+02 2.88E+02 1.36E+02 5.96E+01 2.45E+01 9.38E+00 3.36E+00 1.13E+00 3.54E-01 1.04E-01 2.85E-02 7.32E-03 1.76E-03 3.97E-04 8.39E-05 1.66E-05 3.08E-06 5.34E-07 8.69E-08
  18.00  1.814  4.29E+05 8.72E+04 8.79E+05 2.68E+03 7.56E+03 1.11E+04 1.29E+04 1.30E+04 1.16E+04 9.49E+03 7.10E+03 4.90E+03 3.13E+03 1.86E+03 1.03E+03 5.34E+02 2.58E+02 1.16E+02 4.90E+01 1.94E+01 7.16E+00 2.48E+00 8.06E-01 2.45E-01 7.00E-02 1.87E-02 4.71E-03 1.11E-03 2.45E-04 5.09E-05 9.91E-06 1.81E-06 3.11E-07
  19.00  1.864  7.14E+05 1.43E+05 1.46E+06 4.27E+03 1.21E+04 1.78E+04 2.08E+04 2.10E+04 1.90E+04 1.56E+04 1.18E+04 8.29E+03 5.38E+03 3.26E+03 1.84E+03 9.69E+02 4.78E+02 2.21E+02 9.56E+01 3.88E+01 1.48E+01 5.27E+00 1.77E+00 5.57E-01 1.65E-01 4.58E-02 1.20E-02 2.93E-03 6.76E-04 1.47E-04 2.99E-05 5.73E-06 1.03E-06
  20.00  1.912  1.18E+06 2.31E+05 2.39E+06 6.73E+03 1.90E+04 2.82E+04 3.31E+04 3.37E+04 3.07E+04 2.55E+04 1.95E+04 1.38E+04 9.11E+03 5.60E+03 3.21E+03 1.73E+03 8.69E+02 4.10E+02 1.82E+02 7.56E+01 2.96E+01 1.09E+01 3.75E+00 1.22E+00 3.73E-01 1.07E-01 2.90E-02 7.39E-03 1.77E-03 4.00E-04 8.51E-05 1.70E-05 3.21E-06
  22.50  2.028  4.87E+06 7.38E+05 7.87E+06 2.03E+04 5.75E+04 8.58E+04 1.02E+05 1.05E+05 9.72E+04 8.25E+04 6.46E+04 4.71E+04 3.20E+04 2.03E+04 1.21E+04 6.79E+03 3.58E+03 1.77E+03 8.26E+02 3.63E+02 1.51E+02 5.88E+01 2.17E+01 7.55E+00 2.48E+00 7.69E-01 2.25E-01 6.23E-02 1.63E-02 4.02E-03 9.39E-04 2.07E-04 4.31E-05
  25.00  2.138  1.60E+07 2.23E+06 2.45E+07 5.81E+04 1.66E+05 2.48E+05 2.97E+05 3.10E+05 2.92E+05 2.52E+05 2.01E+05 1.50E+05 1.05E+05 6.85E+04 4.22E+04 2.44E+04 1.34E+04 6.89E+03 3.36E+03 1.55E+03 6.73E+02 2.77E+02 1.08E+02 3.98E+01 1.39E+01 4.60E+00 1.44E+00 4.27E-01 1.20E-01 3.19E-02 8.06E-03 1.93E-03 4.37E-04
  30.00  2.342  1.95E+08 1.79E+07 2.05E+08 4.24E+05 1.21E+06 1.84E+06 2.23E+06 2.37E+06 2.28E+06 2.02E+06 1.67E+06 1.29E+06 9.41E+05 6.46E+05 4.18E+05 2.56E+05 1.49E+05 8.20E+04 4.29E+04 2.13E+04 1.00E+04 4.49E+03 1.91E+03 7.73E+02 2.98E+02 1.09E+02 3.80E+01 1.26E+01 3.98E+00 1.19E+00 3.42E-01 9.31E-02 2.41E-02
  40.00  2.704  1.53E+10 7.54E+08 9.31E+09 1.55E+07 4.45E+07 6.83E+07 8.45E+07 9.21E+07 9.16E+07 8.46E+07 7.31E+07 5.96E+07 4.60E+07 3.36E+07 2.34E+07 1.55E+07 9.80E+06 5.91E+06 3.41E+06 1.87E+06 9.86E+05 4.97E+05 2.39E+05 1.10E+05 4.86E+04 2.06E+04 8.32E+03 3.22E+03 1.20E+03 4.26E+02 1.45E+02 4.75E+01 1.49E+01
  50.00  3.024  4.39E+11 2.12E+10 2.77E+11 3.88E+08 1.12E+09 1.74E+09 2.18E+09 2.42E+09 2.46E+09 2.33E+09 2.08E+09 1.75E+09 1.41E+09 1.08E+09 7.86E+08 5.49E+08 3.67E+08 2.36E+08 1.45E+08 8.57E+07 4.86E+07 2.65E+07 1.39E+07 6.98E+06 3.38E+06 1.57E+06 7.05E+05 3.04E+05 1.26E+05 5.02E+04 1.93E+04 7.13E+03 2.54E+03
  60.00  3.312  9.29E+12 4.43E+11 6.05E+12 7.40E+09 2.15E+10 3.34E+10 4.23E+10 4.76E+10 4.92E+10 4.75E+10 4.33E+10 3.76E+10 3.10E+10 2.45E+10 1.86E+10 1.35E+10 9.41E+09 6.32E+09 4.08E+09 2.54E+09 1.52E+09 8.79E+08 4.90E+08 2.63E+08 1.36E+08 6.81E+07 3.29E+07 1.53E+07 6.89E+06 2.99E+06 1.25E+06 5.07E+05 1.98E+05
  70.00  3.578  1.57E+14 7.37E+12 1.05E+14 1.14E+11 3.32E+11 5.19E+11 6.62E+11 7.52E+11 7.87E+11 7.72E+11 7.17E+11 6.34E+11 5.35E+11 4.34E+11 3.38E+11 2.53E+11 1.82E+11 1.27E+11 8.51E+10 5.51E+10 3.45E+10 2.08E+10 1.22E+10 6.87E+09 3.75E+09 1.98E+09 1.01E+09 5.02E+08 2.40E+08 1.11E+08 4.99E+07 2.17E+07 9.12E+06
  80.00  3.825  2.20E+15 1.02E+14 1.51E+15 1.48E+12 4.32E+12 6.79E+12 8.71E+12 9.97E+12 1.05E+13 1.05E+13 9.85E+12 8.85E+12 7.62E+12 6.30E+12 5.01E+12 3.84E+12 2.85E+12 2.04E+12 1.41E+12 9.42E+11 6.10E+11 3.82E+11 2.32E+11 1.36E+11 7.78E+10 4.30E+10 2.30E+10 1.20E+10 6.02E+09 2.94E+09 1.39E+09 6.40E+08 2.86E+08
  90.00  4.057  2.67E+16 1.22E+15 1.85E+16 1.67E+13 4.87E+13 7.69E+13 9.91E+13 1.14E+14 1.22E+14 1.22E+14 1.16E+14 1.06E+14 9.26E+13 7.78E+13 6.31E+13 4.94E+13 3.74E+13 2.74E+13 1.94E+13 1.33E+13 8.88E+12 5.73E+12 3.59E+12 2.19E+12 1.29E+12 7.39E+11 4.12E+11 2.23E+11 1.17E+11 5.96E+10 2.95E+10 1.42E+10 6.66E+09
 100.00  4.276  2.85E+17 1.29E+16 2.01E+17 1.67E+14 4.88E+14 7.72E+14 9.99E+14 1.16E+15 1.24E+15 1.26E+15 1.21E+15 1.11E+15 9.86E+14 8.41E+14 6.92E+14 5.51E+14 4.25E+14 3.17E+14 2.30E+14 1.61E+14 1.10E+14 7.30E+13 4.70E+13 2.94E+13 1.79E+13 1.06E+13 6.08E+12 3.40E+12 1.85E+12 9.78E+11 5.04E+11 2.52E+11 1.23E+11
 110.00  4.485  2.72E+18 1.22E+17 1.94E+18 1.50E+15 4.40E+15 6.98E+15 9.07E+15 1.06E+16 1.14E+16 1.16E+16 1.13E+16 1.05E+16 9.38E+15 8.10E+15 6.76E+15 5.46E+15 4.27E+15 3.25E+15 2.39E+15 1.72E+15 1.20E+15 8.09E+14 5.33E+14 3.42E+14 2.13E+14 1.29E+14 7.66E+13 4.41E+13 2.47E+13 1.35E+13 7.19E+12 3.73E+12 1.88E+12
 120.00  4.684  2.37E+19 1.05E+18 1.71E+19 1.24E+16 3.63E+16 5.76E+16 7.52E+16 8.79E+16 9.55E+16 9.79E+16 9.57E+16 8.97E+16 8.10E+16 7.07E+16 5.97E+16 4.88E+16 3.87E+16 2.99E+16 2.24E+16 1.63E+16 1.16E+16 7.99E+15 5.37E+15 3.52E+15 2.24E+15 1.39E+15 8.44E+14 4.99E+14 2.87E+14 1.61E+14 8.83E+13 4.71E+13 2.46E+13
 130.00  4.876  1.90E+20 8.30E+18 1.38E+20 9.41E+16 2.76E+17 4.39E+17 5.75E+17 6.75E+17 7.36E+17 7.59E+17 7.47E+17 7.05E+17 6.42E+17 5.66E+17 4.82E+17 3.99E+17 3.21E+17 2.50E+17 1.90E+17 1.41E+17 1.01E+17 7.12E+16 4.87E+16 3.25E+16 2.11E+16 1.34E+16 8.31E+15 5.02E+15 2.96E+15 1.70E+15 9.55E+14 5.24E+14 2.80E+14
 140.00  5.060  1.41E+21 6.10E+19 1.03E+21 6.66E+17 1.96E+18 3.12E+18 4.09E+18 4.82E+18 5.28E+18 5.47E+18 5.41E+18 5.15E+18 4.72E+18 4.19E+18 3.61E+18 3.01E+18 2.45E+18 1.94E+18 1.49E+18 1.12E+18 8.16E+17 5.81E+17 4.04E+17 2.74E+17 1.81E+17 1.17E+17 7.40E+16 4.56E+16 2.74E+16 1.61E+16 9.26E+15 5.19E+15 2.85E+15
