                    ************************************************************************************************
                    *  Z= 24 A= 50: Positive-Parity Spin-dependent Level Density [MeV-1] for Cr 50 and ldmodel= 2  *
 180.00  5.565  1.11E+25 4.63E+23 8.24E+24 4.58E+21 1.35E+22 2.16E+22 2.85E+22 3.38E+22 3.74E+22 3.93E+22 3.95E+22 3.82E+22 3.57E+22 3.23E+22 2.85E+22 2.44E+22 2.03E+22 1.66E+22 1.31E+22 1.02E+22 7.71E+21 5.70E+21 4.12E+21 2.91E+21 2.01E+21 1.36E+21 9.02E+20 5.84E+20 3.70E+20 2.30E+20 1.39E+20 8.29E+19 4.83E+19
 190.00  5.717  6.52E+25 2.71E+24 4.88E+25 2.61E+22 7.67E+22 1.23E+23 1.62E+23 1.93E+23 2.15E+23 2.26E+23 2.28E+23 2.21E+23 2.08E+23 1.89E+23 1.68E+23 1.44E+23 1.21E+23 9.95E+22 7.96E+22 6.22E+22 4.75E+22 3.55E+22 2.59E+22 1.85E+22 1.30E+22 8.86E+21 5.94E+21 3.89E+21 2.50E+21 1.57E+21 9.69E+20 5.85E+20 3.46E+20
 200.00  5.866  3.67E+26 1.51E+25 2.76E+26 1.42E+23 4.18E+23 6.71E+23 8.87E+23 1.06E+24 1.18E+24 1.24E+24 1.26E+24 1.23E+24 1.16E+24 1.06E+24 9.43E+23 8.17E+23 6.91E+23 5.71E+23 4.60E+23 3.62E+23 2.79E+23 2.10E+23 1.55E+23 1.12E+23 7.90E+22 5.47E+22 3.70E+22 2.46E+22 1.60E+22 1.02E+22 6.36E+21 3.89E+21 2.33E+21

                    ************************************************************************************************
                    *  Z= 24 A= 50: Negative-Parity Spin-dependent Level Density [MeV-1] for Cr 50 and ldmodel= 2  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.207  1.54E-01 3.08E-01 2.01E+00 2.24E-02 5.79E-02 7.18E-02 6.45E-02 4.60E-02 2.69E-02 1.31E-02 5.37E-03 1.87E-03 5.53E-04 1.40E-04 3.02E-05 5.58E-06 8.84E-07 1.20E-07 1.40E-08 1.41E-09 1.21E-10 9.01E-12 5.75E-13 3.15E-14 1.49E-15 6.06E-17 2.12E-18 6.40E-20 1.66E-21 3.72E-23 7.18E-25 1.19E-26 1.71E-28
   0.50  0.293  3.74E-01 4.40E-01 2.87E+00 3.19E-02 8.26E-02 1.02E-01 9.21E-02 6.56E-02 3.83E-02 1.87E-02 7.67E-03 2.67E-03 7.90E-04 2.00E-04 4.31E-05 7.97E-06 1.26E-06 1.72E-07 2.00E-08 2.01E-09 1.73E-10 1.29E-11 8.20E-13 4.50E-14 2.13E-15 8.65E-17 3.03E-18 9.14E-20 2.38E-21 5.32E-23 1.02E-24 1.70E-26 2.44E-28
   0.75  0.359  6.77E-01 6.04E-01 3.94E+00 4.38E-02 1.13E-01 1.41E-01 1.26E-01 9.00E-02 5.26E-02 2.56E-02 1.05E-02 3.66E-03 1.08E-03 2.74E-04 5.91E-05 1.09E-05 1.73E-06 2.36E-07 2.75E-08 2.76E-09 2.38E-10 1.76E-11 1.13E-12 6.18E-14 2.92E-15 1.19E-16 4.16E-18 1.25E-19 3.26E-21 7.29E-23 1.41E-24 2.34E-26 3.34E-28
   1.00  0.415  1.08E+00 8.12E-01 5.30E+00 5.89E-02 1.52E-01 1.89E-01 1.70E-01 1.21E-01 7.07E-02 3.45E-02 1.42E-02 4.92E-03 1.46E-03 3.68E-04 7.95E-05 1.47E-05 2.33E-06 3.17E-07 3.70E-08 3.71E-09 3.20E-10 2.37E-11 1.51E-12 8.31E-14 3.92E-15 1.60E-16 5.59E-18 1.69E-19 4.38E-21 9.80E-23 1.89E-24 3.14E-26 4.50E-28
   1.25  0.464  1.62E+00 1.08E+00 7.05E+00 7.83E-02 2.03E-01 2.51E-01 2.26E-01 1.61E-01 9.41E-02 4.59E-02 1.88E-02 6.55E-03 1.94E-03 4.90E-04 1.06E-04 1.96E-05 3.10E-06 4.21E-07 4.92E-08 4.94E-09 4.26E-10 3.16E-11 2.01E-12 1.11E-13 5.22E-15 2.12E-16 7.44E-18 2.24E-19 5.83E-21 1.30E-22 2.52E-24 4.18E-26 5.98E-28
   1.50  0.508  2.34E+00 1.43E+00 9.32E+00 1.03E-01 2.68E-01 3.32E-01 2.99E-01 2.13E-01 1.24E-01 6.06E-02 2.49E-02 8.65E-03 2.56E-03 6.47E-04 1.40E-04 2.58E-05 4.09E-06 5.57E-07 6.50E-08 6.52E-09 5.62E-10 4.17E-11 2.66E-12 1.46E-13 6.90E-15 2.81E-16 9.83E-18 2.96E-19 7.70E-21 1.72E-22 3.32E-24 5.52E-26 7.90E-28
   1.75  0.549  3.27E+00 1.87E+00 1.22E+01 1.36E-01 3.52E-01 4.36E-01 3.92E-01 2.79E-01 1.63E-01 7.96E-02 3.27E-02 1.14E-02 3.36E-03 8.50E-04 1.83E-04 3.39E-05 5.38E-06 7.31E-07 8.53E-08 8.56E-09 7.38E-10 5.48E-11 3.49E-12 1.92E-13 9.06E-15 3.68E-16 1.29E-17 3.89E-19 1.01E-20 2.26E-22 4.36E-24 7.25E-26 1.04E-27
   2.00  0.587  4.50E+00 2.45E+00 1.60E+01 1.77E-01 4.59E-01 5.69E-01 5.12E-01 3.65E-01 2.13E-01 1.04E-01 4.26E-02 1.48E-02 4.39E-03 1.11E-03 2.39E-04 4.43E-05 7.02E-06 9.54E-07 1.11E-07 1.12E-08 9.64E-10 7.15E-11 4.56E-12 2.50E-13 1.18E-14 4.81E-16 1.68E-17 5.08E-19 1.32E-20 2.95E-22 5.69E-24 9.46E-26 1.35E-27
   2.25  0.622  6.09E+00 3.17E+00 2.07E+01 2.30E-01 5.95E-01 7.39E-01 6.64E-01 4.73E-01 2.76E-01 1.35E-01 5.53E-02 1.92E-02 5.70E-03 1.44E-03 3.11E-04 5.74E-05 9.10E-06 1.24E-06 1.45E-07 1.45E-08 1.25E-09 9.27E-11 5.92E-12 3.25E-13 1.53E-14 6.24E-16 2.19E-17 6.59E-19 1.71E-20 3.83E-22 7.39E-24 1.23E-25 1.76E-27
   2.50  0.656  8.13E+00 4.10E+00 2.67E+01 2.97E-01 7.68E-01 9.53E-01 8.57E-01 6.10E-01 3.57E-01 1.74E-01 7.14E-02 2.48E-02 7.35E-03 1.86E-03 4.01E-04 7.41E-05 1.17E-05 1.60E-06 1.86E-07 1.87E-08 1.61E-09 1.20E-10 7.63E-12 4.19E-13 1.98E-14 8.05E-16 2.82E-17 8.50E-19 2.21E-20 4.94E-22 9.53E-24 1.58E-25 2.27E-27
   2.75  0.688  1.08E+01 5.25E+00 3.43E+01 3.81E-01 9.86E-01 1.22E+00 1.10E+00 7.83E-01 4.58E-01 2.23E-01 9.16E-02 3.19E-02 9.43E-03 2.38E-03 5.14E-04 9.51E-05 1.51E-05 2.05E-06 2.39E-07 2.40E-08 2.07E-09 1.53E-10 9.79E-12 5.37E-13 2.54E-14 1.03E-15 3.62E-17 1.09E-18 2.83E-20 6.34E-22 1.22E-23 2.03E-25 2.91E-27
   3.00  0.718  1.41E+01 6.71E+00 4.38E+01 4.86E-01 1.26E+00 1.56E+00 1.40E+00 9.99E-01 5.84E-01 2.85E-01 1.17E-01 4.07E-02 1.20E-02 3.04E-03 6.56E-04 1.21E-04 1.92E-05 2.61E-06 3.05E-07 3.06E-08 2.64E-09 1.96E-10 1.25E-11 6.86E-13 3.24E-14 1.32E-15 4.62E-17 1.39E-18 3.62E-20 8.10E-22 1.56E-23 2.59E-25 3.71E-27
   3.25  0.748  1.84E+01 8.52E+00 5.56E+01 6.17E-01 1.60E+00 1.98E+00 1.78E+00 1.27E+00 7.42E-01 3.61E-01 1.48E-01 5.16E-02 1.53E-02 3.86E-03 8.33E-04 1.54E-04 2.44E-05 3.32E-06 3.88E-07 3.89E-08 3.35E-09 2.49E-10 1.59E-11 8.71E-13 4.12E-14 1.67E-15 5.86E-17 1.77E-18 4.59E-20 1.03E-21 1.98E-23 3.29E-25 4.71E-27
   3.50  0.776  2.38E+01 1.08E+01 7.02E+01 7.80E-01 2.02E+00 2.50E+00 2.25E+00 1.60E+00 9.37E-01 4.57E-01 1.88E-01 6.53E-02 1.93E-02 4.88E-03 1.05E-03 1.95E-04 3.09E-05 4.20E-06 4.90E-07 4.92E-08 4.24E-09 3.14E-10 2.01E-11 1.10E-12 5.20E-14 2.12E-15 7.41E-17 2.24E-18 5.81E-20 1.30E-21 2.51E-23 4.16E-25 5.96E-27
   3.75  0.803  3.05E+01 1.35E+01 8.84E+01 9.82E-01 2.54E+00 3.15E+00 2.83E+00 2.02E+00 1.18E+00 5.75E-01 2.36E-01 8.21E-02 2.43E-02 6.14E-03 1.33E-03 2.45E-04 3.88E-05 5.28E-06 6.17E-07 6.19E-08 5.34E-09 3.96E-10 2.52E-11 1.39E-12 6.55E-14 2.66E-15 9.32E-17 2.81E-18 7.31E-20 1.64E-21 3.15E-23 5.24E-25 7.50E-27
   4.00  0.830  3.90E+01 1.69E+01 1.11E+02 1.21E+00 3.13E+00 3.90E+00 3.52E+00 2.53E+00 1.49E+00 7.36E-01 3.06E-01 1.08E-01 3.26E-02 8.39E-03 1.85E-03 3.50E-04 5.69E-05 7.95E-06 9.56E-07 9.89E-08 8.81E-09 6.77E-10 4.48E-11 2.56E-12 1.26E-13 5.34E-15 1.95E-16 6.17E-18 1.68E-19 3.96E-21 8.05E-23 1.41E-24 2.14E-26
   4.25  0.855  4.94E+01 2.08E+01 1.38E+02 1.45E+00 3.78E+00 4.74E+00 4.33E+00 3.15E+00 1.89E+00 9.54E-01 4.07E-01 1.48E-01 4.61E-02 1.23E-02 2.82E-03 5.57E-04 9.49E-05 1.39E-05 1.77E-06 1.94E-07 1.84E-08 1.50E-09 1.07E-10 6.53E-12 3.47E-13 1.59E-14 6.33E-16 2.18E-17 6.51E-19 1.68E-20 3.76E-22 7.29E-24 1.23E-25
   4.50  0.880  6.21E+01 2.55E+01 1.72E+02 1.74E+00 4.54E+00 5.74E+00 5.30E+00 3.91E+00 2.39E+00 1.23E+00 5.37E-01 2.01E-01 6.44E-02 1.78E-02 4.24E-03 8.73E-04 1.55E-04 2.39E-05 3.20E-06 3.70E-07 3.72E-08 3.24E-09 2.45E-10 1.61E-11 9.16E-13 4.54E-14 1.95E-15 7.30E-17 2.37E-18 6.69E-20 1.64E-21 3.51E-23 6.50E-25
   4.75  0.904  7.78E+01 3.13E+01 2.13E+02 2.08E+00 5.45E+00 6.93E+00 6.46E+00 4.84E+00 3.00E+00 1.57E+00 7.04E-01 2.70E-01 8.92E-02 2.55E-02 6.29E-03 1.35E-03 2.50E-04 4.03E-05 5.65E-06 6.90E-07 7.32E-08 6.76E-09 5.44E-10 3.81E-11 2.33E-12 1.24E-13 5.74E-15 2.32E-16 8.17E-18 2.51E-19 6.73E-21 1.57E-22 3.21E-24
   5.00  0.927  9.68E+01 3.82E+01 2.63E+02 2.48E+00 6.53E+00 8.35E+00 7.86E+00 5.95E+00 3.75E+00 2.01E+00 9.17E-01 3.60E-01 1.22E-01 3.60E-02 9.21E-03 2.05E-03 3.96E-04 6.67E-05 9.80E-06 1.26E-06 1.40E-07 1.37E-08 1.17E-09 8.73E-11 5.69E-12 3.24E-13 1.61E-14 7.03E-16 2.68E-17 8.92E-19 2.60E-20 6.63E-22 1.48E-23
   5.50  0.973  1.53E+02 5.63E+01 3.97E+02 3.51E+00 9.27E+00 1.20E+01 1.15E+01 8.91E+00 5.79E+00 3.20E+00 1.52E+00 6.28E-01 2.25E-01 7.01E-02 1.91E-02 4.55E-03 9.49E-04 1.73E-04 2.78E-05 3.91E-06 4.83E-07 5.23E-08 4.99E-09 4.18E-10 3.07E-11 1.99E-12 1.13E-13 5.67E-15 2.50E-16 9.68E-18 3.30E-19 9.91E-21 2.62E-22
   6.00  1.016  2.36E+02 8.23E+01 5.93E+02 4.91E+00 1.31E+01 1.71E+01 1.66E+01 1.32E+01 8.78E+00 5.01E+00 2.48E+00 1.06E+00 4.00E-01 1.32E-01 3.80E-02 9.65E-03 2.16E-03 4.24E-04 7.37E-05 1.13E-05 1.53E-06 1.82E-07 1.92E-08 1.79E-09 1.47E-10 1.07E-11 6.89E-13 3.92E-14 1.97E-15 8.77E-17 3.45E-18 1.20E-19 3.71E-21
   6.50  1.057  3.55E+02 1.19E+02 8.75E+02 6.83E+00 1.82E+01 2.41E+01 2.38E+01 1.92E+01 1.31E+01 7.72E+00 3.95E+00 1.76E+00 6.92E-01 2.39E-01 7.29E-02 1.96E-02 4.67E-03 9.85E-04 1.84E-04 3.05E-05 4.48E-06 5.84E-07 6.75E-08 6.93E-09 6.33E-10 5.13E-11 3.69E-12 2.36E-13 1.34E-14 6.78E-16 3.05E-17 1.22E-18 4.32E-20
   7.00  1.097  5.25E+02 1.71E+02 1.28E+03 9.41E+00 2.52E+01 3.37E+01 3.37E+01 2.77E+01 1.94E+01 1.17E+01 6.17E+00 2.86E+00 1.17E+00 4.23E-01 1.35E-01 3.85E-02 9.71E-03 2.18E-03 4.36E-04 7.76E-05 1.23E-05 1.74E-06 2.19E-07 2.47E-08 2.47E-09 2.21E-10 1.77E-11 1.26E-12 8.02E-14 4.56E-15 2.31E-16 1.05E-17 4.24E-19
   7.50  1.136  7.68E+02 2.43E+02 1.86E+03 1.29E+01 3.47E+01 4.67E+01 4.73E+01 3.96E+01 2.82E+01 1.75E+01 9.50E+00 4.55E+00 1.93E+00 7.28E-01 2.44E-01 7.30E-02 1.95E-02 4.63E-03 9.86E-04 1.88E-04 3.19E-05 4.87E-06 6.64E-07 8.11E-08 8.88E-09 8.71E-10 7.66E-11 6.03E-12 4.26E-13 2.70E-14 1.53E-15 7.81E-17 3.57E-18
   8.00  1.173  1.11E+03 3.43E+02 2.67E+03 1.75E+01 4.74E+01 6.42E+01 6.59E+01 5.59E+01 4.07E+01 2.58E+01 1.44E+01 7.12E+00 3.13E+00 1.23E+00 4.29E-01 1.34E-01 3.77E-02 9.47E-03 2.13E-03 4.32E-04 7.86E-05 1.28E-05 1.89E-06 2.49E-07 2.96E-08 3.16E-09 3.04E-10 2.62E-11 2.04E-12 1.43E-13 9.02E-15 5.12E-16 2.62E-17
   8.50  1.209  1.59E+03 4.80E+02 3.80E+03 2.37E+01 6.44E+01 8.79E+01 9.11E+01 7.85E+01 5.81E+01 3.77E+01 2.16E+01 1.10E+01 4.98E+00 2.02E+00 7.36E-01 2.41E-01 7.07E-02 1.87E-02 4.45E-03 9.55E-04 1.85E-04 3.22E-05 5.06E-06 7.18E-07 9.20E-08 1.06E-08 1.11E-09 1.05E-10 8.92E-12 6.86E-13 4.77E-14 2.99E-15 1.70E-16
   9.00  1.244  2.26E+03 6.68E+02 5.38E+03 3.19E+01 8.69E+01 1.19E+02 1.25E+02 1.09E+02 8.23E+01 5.44E+01 3.19E+01 1.67E+01 7.79E+00 3.27E+00 1.24E+00 4.21E-01 1.29E-01 3.58E-02 8.96E-03 2.03E-03 4.15E-04 7.69E-05 1.29E-05 1.96E-06 2.69E-07 3.35E-08 3.78E-09 3.86E-10 3.58E-11 3.00E-12 2.29E-13 1.58E-14 9.87E-16
   9.50  1.278  3.18E+03 9.24E+02 7.57E+03 4.27E+01 1.17E+02 1.61E+02 1.71E+02 1.51E+02 1.15E+02 7.78E+01 4.66E+01 2.50E+01 1.20E+01 5.21E+00 2.04E+00 7.20E-01 2.30E-01 6.67E-02 1.75E-02 4.16E-03 8.99E-04 1.76E-04 3.14E-05 5.07E-06 7.44E-07 9.93E-08 1.20E-08 1.33E-09 1.33E-10 1.21E-11 1.00E-12 7.56E-14 5.18E-15
  10.00  1.312  4.45E+03 1.27E+03 1.06E+04 5.69E+01 1.56E+02 2.17E+02 2.31E+02 2.07E+02 1.61E+02 1.10E+02 6.74E+01 3.70E+01 1.83E+01 8.16E+00 3.29E+00 1.21E+00 4.01E-01 1.21E-01 3.32E-02 8.28E-03 1.88E-03 3.88E-04 7.31E-05 1.25E-05 1.96E-06 2.79E-07 3.62E-08 4.28E-09 4.61E-10 4.54E-11 4.07E-12 3.33E-13 2.49E-14
  11.00  1.376  9.17E+03 2.36E+03 2.03E+04 9.96E+01 2.74E+02 3.86E+02 4.18E+02 3.82E+02 3.05E+02 2.16E+02 1.37E+02 7.85E+01 4.07E+01 1.92E+01 8.22E+00 3.21E+00 1.14E+00 3.72E-01 1.11E-01 3.01E-02 7.48E-03 1.70E-03 3.55E-04 6.77E-05 1.18E-05 1.90E-06 2.79E-07 3.75E-08 4.62E-09 5.23E-10 5.42E-11 5.16E-12 4.50E-13
  12.00  1.437  1.78E+04 4.30E+03 3.80E+04 1.71E+02 4.74E+02 6.73E+02 7.40E+02 6.90E+02 5.63E+02 4.11E+02 2.70E+02 1.60E+02 8.69E+01 4.29E+01 1.94E+01 8.01E+00 3.04E+00 1.06E+00 3.37E-01 9.90E-02 2.67E-02 6.62E-03 1.51E-03 3.17E-04 6.13E-05 1.09E-05 1.79E-06 2.70E-07 3.75E-08 4.80E-09 5.66E-10 6.15E-11 6.16E-12
  13.00  1.495  3.32E+04 7.69E+03 6.98E+04 2.91E+02 8.08E+02 1.16E+03 1.29E+03 1.22E+03 1.02E+03 7.61E+02 5.15E+02 3.17E+02 1.78E+02 9.20E+01 4.35E+01 1.89E+01 7.59E+00 2.80E+00 9.54E-01 3.00E-01 8.69E-02 2.33E-02 5.76E-03 1.32E-03 2.78E-04 5.44E-05 9.83E-06 1.64E-06 2.54E-07 3.63E-08 4.81E-09 5.89E-10 6.67E-11
  14.00  1.552  6.04E+04 1.36E+04 1.26E+05 4.96E+02 1.38E+03 1.99E+03 2.23E+03 2.14E+03 1.81E+03 1.38E+03 9.52E+02 6.00E+02 3.46E+02 1.84E+02 8.98E+01 4.05E+01 1.68E+01 6.47E+00 2.30E+00 7.57E-01 2.30E-01 6.50E-02 1.70E-02 4.12E-03 9.24E-04 1.92E-04 3.72E-05 6.66E-06 1.11E-06 1.71E-07 2.44E-08 3.24E-09 3.99E-10
  15.00  1.606  1.08E+05 2.38E+04 2.24E+05 8.35E+02 2.33E+03 3.37E+03 3.82E+03 3.70E+03 3.17E+03 2.45E+03 1.72E+03 1.11E+03 6.55E+02 3.57E+02 1.79E+02 8.34E+01 3.59E+01 1.43E+01 5.28E+00 1.81E+00 5.77E-01 1.70E-01 4.68E-02 1.19E-02 2.83E-03 6.24E-04 1.28E-04 2.44E-05 4.32E-06 7.12E-07 1.09E-07 1.56E-08 2.07E-09
  16.00  1.659  1.90E+05 4.09E+04 3.92E+05 1.39E+03 3.89E+03 5.66E+03 6.45E+03 6.30E+03 5.47E+03 4.29E+03 3.06E+03 2.01E+03 1.21E+03 6.75E+02 3.48E+02 1.67E+02 7.38E+01 3.04E+01 1.16E+01 4.14E+00 1.37E+00 4.23E-01 1.21E-01 3.25E-02 8.09E-03 1.88E-03 4.06E-04 8.18E-05 1.54E-05 2.69E-06 4.40E-07 6.71E-08 9.54E-09
  17.00  1.710  3.29E+05 6.95E+04 6.77E+05 2.29E+03 6.42E+03 9.37E+03 1.08E+04 1.06E+04 9.30E+03 7.38E+03 5.35E+03 3.57E+03 2.20E+03 1.25E+03 6.60E+02 3.24E+02 1.48E+02 6.26E+01 2.47E+01 9.11E+00 3.13E+00 1.00E+00 3.00E-01 8.35E-02 2.18E-02 5.29E-03 1.20E-03 2.55E-04 5.05E-05 9.36E-06 1.62E-06 2.62E-07 3.96E-08
  18.00  1.760  5.62E+05 1.17E+05 1.15E+06 3.73E+03 1.05E+04 1.54E+04 1.77E+04 1.76E+04 1.56E+04 1.25E+04 9.21E+03 6.24E+03 3.90E+03 2.27E+03 1.22E+03 6.14E+02 2.87E+02 1.25E+02 5.09E+01 1.93E+01 6.86E+00 2.28E+00 7.06E-01 2.05E-01 5.56E-02 1.41E-02 3.35E-03 7.44E-04 1.55E-04 3.02E-05 5.50E-06 9.40E-07 1.50E-07
  19.00  1.808  9.49E+05 1.94E+05 1.94E+06 6.01E+03 1.69E+04 2.49E+04 2.89E+04 2.89E+04 2.59E+04 2.10E+04 1.56E+04 1.07E+04 6.83E+03 4.03E+03 2.22E+03 1.14E+03 5.45E+02 2.43E+02 1.02E+02 3.98E+01 1.46E+01 4.99E+00 1.60E+00 4.81E-01 1.35E-01 3.58E-02 8.85E-03 2.05E-03 4.47E-04 9.12E-05 1.74E-05 3.13E-06 5.28E-07
  20.00  1.855  1.58E+06 3.18E+05 3.23E+06 9.61E+03 2.71E+04 4.00E+04 4.67E+04 4.70E+04 4.24E+04 3.47E+04 2.62E+04 1.82E+04 1.18E+04 7.06E+03 3.96E+03 2.07E+03 1.01E+03 4.63E+02 1.98E+02 7.96E+01 3.00E+01 1.06E+01 3.50E+00 1.09E+00 3.17E-01 8.67E-02 2.23E-02 5.38E-03 1.22E-03 2.60E-04 5.20E-05 9.78E-06 1.73E-06
  22.50  1.967  6.84E+06 1.05E+06 1.10E+07 2.99E+04 8.48E+04 1.26E+05 1.49E+05 1.52E+05 1.39E+05 1.17E+05 9.02E+04 6.46E+04 4.31E+04 2.68E+04 1.56E+04 8.55E+03 4.38E+03 2.11E+03 9.54E+02 4.06E+02 1.62E+02 6.11E+01 2.17E+01 7.24E+00 2.28E+00 6.75E-01 1.89E-01 4.97E-02 1.23E-02 2.88E-03 6.37E-04 1.32E-04 2.60E-05
  25.00  2.074  2.33E+07 3.30E+06 3.55E+07 8.88E+04 2.52E+05 3.77E+05 4.49E+05 4.65E+05 4.33E+05 3.69E+05 2.92E+05 2.14E+05 1.47E+05 9.42E+04 5.68E+04 3.22E+04 1.72E+04 8.62E+03 4.08E+03 1.82E+03 7.69E+02 3.06E+02 1.15E+02 4.08E+01 1.37E+01 4.34E+00 1.30E+00 3.68E-01 9.87E-02 2.50E-02 5.99E-03 1.36E-03 2.91E-04
  30.00  2.272  3.05E+08 2.82E+07 3.18E+08 6.92E+05 1.98E+06 2.98E+06 3.60E+06 3.80E+06 3.63E+06 3.19E+06 2.60E+06 1.99E+06 1.42E+06 9.61E+05 6.11E+05 3.67E+05 2.09E+05 1.12E+05 5.72E+04 2.76E+04 1.27E+04 5.50E+03 2.27E+03 8.88E+02 3.30E+02 1.17E+02 3.91E+01 1.25E+01 3.77E+00 1.09E+00 2.97E-01 7.72E-02 1.91E-02
  40.00  2.623  2.72E+10 1.35E+09 1.63E+10 2.85E+07 8.19E+07 1.25E+08 1.55E+08 1.68E+08 1.66E+08 1.52E+08 1.30E+08 1.05E+08 7.97E+07 5.75E+07 3.95E+07 2.57E+07 1.60E+07 9.45E+06 5.34E+06 2.87E+06 1.48E+06 7.26E+05 3.41E+05 1.53E+05 6.56E+04 2.69E+04 1.05E+04 3.96E+03 1.42E+03 4.88E+02 1.60E+02 5.05E+01 1.52E+01
  50.00  2.933  8.71E+11 4.22E+10 5.43E+11 7.97E+08 2.30E+09 3.56E+09 4.44E+09 4.91E+09 4.96E+09 4.67E+09 4.13E+09 3.45E+09 2.74E+09 2.07E+09 1.50E+09 1.03E+09 6.80E+08 4.29E+08 2.59E+08 1.50E+08 8.37E+07 4.46E+07 2.29E+07 1.13E+07 5.32E+06 2.41E+06 1.05E+06 4.41E+05 1.78E+05 6.88E+04 2.56E+04 9.16E+03 3.15E+03
  60.00  3.213  2.03E+13 9.73E+11 1.31E+13 1.68E+10 4.86E+10 7.56E+10 9.54E+10 1.07E+11 1.10E+11 1.05E+11 9.54E+10 8.20E+10 6.71E+10 5.25E+10 3.93E+10 2.82E+10 1.94E+10 1.29E+10 8.18E+09 5.01E+09 2.95E+09 1.67E+09 9.14E+08 4.81E+08 2.44E+08 1.19E+08 5.62E+07 2.55E+07 1.12E+07 4.73E+06 1.93E+06 7.59E+05 2.88E+05
  70.00  3.470  3.75E+14 1.77E+13 2.48E+14 2.82E+11 8.20E+11 1.28E+12 1.63E+12 1.85E+12 1.92E+12 1.88E+12 1.73E+12 1.52E+12 1.27E+12 1.02E+12 7.87E+11 5.82E+11 4.15E+11 2.85E+11 1.88E+11 1.20E+11 7.41E+10 4.40E+10 2.53E+10 1.40E+10 7.51E+09 3.89E+09 1.95E+09 9.42E+08 4.41E+08 1.99E+08 8.72E+07 3.69E+07 1.51E+07
  80.00  3.710  5.72E+15 2.67E+14 3.87E+15 3.98E+12 1.16E+13 1.82E+13 2.33E+13 2.66E+13 2.79E+13 2.76E+13 2.58E+13 2.31E+13 1.97E+13 1.61E+13 1.27E+13 9.67E+12 7.08E+12 5.00E+12 3.42E+12 2.25E+12 1.44E+12 8.88E+11 5.30E+11 3.07E+11 1.72E+11 9.31E+10 4.89E+10 2.49E+10 1.23E+10 5.86E+09 2.72E+09 1.22E+09 5.30E+08
  90.00  3.935  7.47E+16 3.45E+15 5.15E+16 4.83E+13 1.41E+14 2.22E+14 2.86E+14 3.28E+14 3.49E+14 3.48E+14 3.30E+14 2.98E+14 2.59E+14 2.16E+14 1.73E+14 1.34E+14 1.01E+14 7.29E+13 5.11E+13 3.47E+13 2.28E+13 1.45E+13 8.96E+12 5.36E+12 3.11E+12 1.75E+12 9.59E+11 5.09E+11 2.62E+11 1.31E+11 6.35E+10 2.99E+10 1.37E+10
 100.00  4.148  8.54E+17 3.90E+16 5.98E+17 5.19E+14 1.51E+15 2.39E+15 3.09E+15 3.57E+15 3.82E+15 3.85E+15 3.68E+15 3.37E+15 2.96E+15 2.51E+15 2.05E+15 1.62E+15 1.23E+15 9.12E+14 6.53E+14 4.54E+14 3.06E+14 2.00E+14 1.27E+14 7.82E+13 4.68E+13 2.72E+13 1.54E+13 8.46E+12 4.52E+12 2.35E+12 1.18E+12 5.81E+11 2.78E+11
 110.00  4.350  8.74E+18 3.94E+17 6.19E+18 5.00E+15 1.46E+16 2.31E+16 3.00E+16 3.49E+16 3.75E+16 3.81E+16 3.68E+16 3.40E+16 3.02E+16 2.59E+16 2.14E+16 1.72E+16 1.33E+16 1.00E+16 7.32E+15 5.19E+15 3.57E+15 2.39E+15 1.55E+15 9.81E+14 6.03E+14 3.61E+14 2.10E+14 1.19E+14 6.55E+13 3.51E+13 1.83E+13 9.33E+12 4.62E+12
 120.00  4.543  8.10E+19 3.61E+18 5.80E+19 4.38E+16 1.28E+17 2.04E+17 2.65E+17 3.09E+17 3.35E+17 3.42E+17 3.32E+17 3.10E+17 2.78E+17 2.41E+17 2.02E+17 1.64E+17 1.29E+17 9.86E+16 7.32E+16 5.28E+16 3.70E+16 2.52E+16 1.68E+16 1.08E+16 6.81E+15 4.17E+15 2.49E+15 1.45E+15 8.20E+14 4.52E+14 2.43E+14 1.28E+14 6.52E+13
 130.00  4.729  6.88E+20 3.04E+19 4.98E+20 3.54E+17 1.04E+18 1.65E+18 2.15E+18 2.52E+18 2.74E+18 2.82E+18 2.76E+18 2.59E+18 2.35E+18 2.05E+18 1.74E+18 1.43E+18 1.14E+18 8.81E+17 6.63E+17 4.86E+17 3.46E+17 2.40E+17 1.62E+17 1.07E+17 6.87E+16 4.30E+16 2.62E+16 1.56E+16 9.05E+15 5.12E+15 2.83E+15 1.52E+15 8.00E+14
 140.00  4.908  5.41E+21 2.36E+20 3.95E+21 2.65E+18 7.78E+18 1.24E+19 1.62E+19 1.91E+19 2.08E+19 2.15E+19 2.12E+19 2.01E+19 1.83E+19 1.61E+19 1.38E+19 1.15E+19 9.23E+18 7.23E+18 5.52E+18 4.09E+18 2.96E+18 2.09E+18 1.43E+18 9.61E+17 6.28E+17 4.01E+17 2.49E+17 1.51E+17 8.97E+16 5.19E+16 2.93E+16 1.62E+16 8.72E+15
