                    ************************************************************************************************
                    *  Z= 30 A= 68: Positive-Parity Spin-dependent Level Density [MeV-1] for Zn 68 and ldmodel= 5  *
 180.00  4.086  2.13E+25 4.83E+25 2.01E+25 9.89E+21 1.02E+22 2.98E+22 2.96E+22 4.85E+22 4.59E+22 5.91E+22 5.58E+22 6.29E+22 5.78E+22 6.15E+22 5.47E+22 5.39E+22 4.72E+22 4.54E+22 3.77E+22 3.57E+22 2.96E+22 2.55E+22 2.01E+22 1.77E+22 1.37E+22 1.12E+22 8.73E+21 6.76E+21 5.16E+21 3.96E+21 2.92E+21 2.15E+21 1.50E+21
 190.00  4.198  1.28E+26 3.22E+26 1.22E+26 5.79E+22 5.94E+22 1.74E+23 1.74E+23 2.84E+23 2.70E+23 3.47E+23 3.29E+23 3.71E+23 3.42E+23 3.65E+23 3.25E+23 3.22E+23 2.84E+23 2.74E+23 2.29E+23 2.17E+23 1.80E+23 1.56E+23 1.25E+23 1.10E+23 8.57E+22 7.10E+22 5.55E+22 4.34E+22 3.33E+22 2.58E+22 1.92E+22 1.43E+22 1.00E+22
 200.00  4.307  6.42E+26 1.71E+27 5.89E+26 2.73E+23 2.79E+23 8.19E+23 8.15E+23 1.34E+24 1.27E+24 1.64E+24 1.55E+24 1.76E+24 1.63E+24 1.73E+24 1.55E+24 1.54E+24 1.36E+24 1.32E+24 1.10E+24 1.06E+24 8.80E+23 7.66E+23 6.14E+23 5.45E+23 4.27E+23 3.57E+23 2.80E+23 2.21E+23 1.70E+23 1.33E+23 9.93E+22 7.46E+22 5.29E+22

                    ************************************************************************************************
                    *  Z= 30 A= 68: Negative-Parity Spin-dependent Level Density [MeV-1] for Zn 68 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.152  1.69E-01 0.00E+00 9.00E-28 4.61E-01 1.00E-30 1.08E-01 1.00E-30 1.08E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.215  3.44E-01 0.00E+00 9.00E-28 4.07E-01 1.00E-30 9.52E-02 1.00E-30 1.95E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.264  3.90E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.85E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.305  4.34E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 8.65E-02 1.00E-30 9.09E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.341  9.94E-01 1.75E+00 7.32E+00 9.06E-02 3.74E-01 5.50E-01 2.43E-02 3.74E-01 1.00E-30 1.71E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.373  2.07E+00 1.99E+00 1.46E+01 1.71E-01 7.07E-01 1.04E+00 2.15E-01 7.07E-01 1.00E-30 1.65E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.403  3.55E+00 2.69E+00 1.81E+01 6.01E-01 7.67E-01 1.49E+00 3.66E-01 9.32E-01 8.22E-02 1.61E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.431  5.55E+00 3.16E+00 2.24E+01 9.87E-01 8.21E-01 2.11E+00 5.15E-01 1.13E+00 2.36E-01 1.56E-01 1.00E-30 8.00E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.457  7.72E+00 3.81E+00 2.29E+01 9.59E-01 6.04E-01 2.14E+00 9.63E-01 1.08E+00 3.82E-01 1.52E-01 1.00E-30 1.52E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.482  1.03E+01 6.71E+00 3.09E+01 9.32E-01 4.08E-01 2.16E+00 1.30E+00 1.11E+00 5.21E-01 3.00E-01 7.60E-02 1.48E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.505  1.32E+01 8.67E+00 4.47E+01 8.31E-01 3.25E-01 1.58E+00 1.34E+00 1.23E+00 5.80E-01 5.09E-01 1.45E-01 1.45E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.528  1.75E+01 2.26E+01 9.26E+01 8.80E-01 7.05E-01 1.78E+00 1.47E+00 1.62E+00 7.11E-01 9.50E-01 3.27E-01 3.07E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.549  2.40E+01 2.70E+01 1.53E+02 9.36E-01 9.97E-01 2.08E+00 1.93E+00 1.83E+00 8.30E-01 1.49E+00 4.92E-01 5.95E-01 1.00E-30 7.11E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.570  3.28E+01 3.95E+01 2.04E+02 1.30E+00 1.81E+00 3.14E+00 2.47E+00 2.54E+00 9.67E-01 1.80E+00 6.22E-01 7.83E-01 1.00E-30 3.64E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.590  4.52E+01 4.71E+01 2.71E+02 1.74E+00 4.08E+00 5.83E+00 3.39E+00 3.93E+00 1.24E+00 2.04E+00 8.68E-01 1.02E+00 2.05E-01 6.37E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.609  6.17E+01 6.36E+01 3.28E+02 2.49E+00 4.96E+00 7.75E+00 5.25E+00 5.87E+00 2.07E+00 2.32E+00 1.43E+00 1.28E+00 6.12E-01 6.88E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.628  8.43E+01 9.21E+01 4.31E+02 3.99E+00 5.64E+00 1.07E+01 7.16E+00 8.93E+00 3.47E+00 2.84E+00 2.36E+00 1.61E+00 1.04E+00 6.10E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.646  1.13E+02 1.18E+02 5.66E+02 4.11E+00 5.01E+00 1.11E+01 8.81E+00 1.15E+01 4.70E+00 3.96E+00 2.90E+00 2.05E+00 1.49E+00 5.21E-01 6.46E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.664  1.49E+02 1.82E+02 7.96E+02 5.33E+00 4.25E+00 1.21E+01 1.04E+01 1.44E+01 7.48E+00 6.09E+00 3.64E+00 2.44E+00 2.09E+00 6.41E-01 1.67E-01 2.08E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.681  1.96E+02 2.22E+02 1.10E+03 6.95E+00 4.79E+00 1.35E+01 1.10E+01 1.55E+01 1.06E+01 8.53E+00 4.39E+00 2.89E+00 2.46E+00 1.08E+00 2.04E-01 5.23E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.714  3.43E+02 3.43E+02 1.70E+03 1.07E+01 8.56E+00 2.31E+01 1.99E+01 2.08E+01 1.49E+01 1.55E+01 8.05E+00 5.66E+00 3.72E+00 3.06E+00 1.23E+00 1.12E+00 8.92E-02 2.92E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.746  6.02E+02 5.95E+02 2.76E+03 1.66E+01 1.73E+01 4.53E+01 4.08E+01 3.92E+01 2.60E+01 2.70E+01 1.74E+01 1.37E+01 7.84E+00 6.39E+00 3.67E+00 2.08E+00 5.71E-01 4.61E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.776  1.04E+03 1.06E+03 4.71E+03 2.39E+01 2.61E+01 6.86E+01 5.98E+01 7.18E+01 5.07E+01 4.75E+01 2.98E+01 2.72E+01 1.62E+01 9.61E+00 6.38E+00 3.41E+00 1.47E+00 5.57E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.806  1.76E+03 1.75E+03 7.80E+03 3.57E+01 4.28E+01 1.11E+02 8.64E+01 1.17E+02 8.72E+01 8.64E+01 5.32E+01 4.18E+01 2.84E+01 1.63E+01 1.04E+01 6.07E+00 2.92E+00 1.24E+00 3.48E-01 2.67E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.834  2.93E+03 2.75E+03 1.23E+04 5.64E+01 7.11E+01 1.86E+02 1.39E+02 1.94E+02 1.39E+02 1.45E+02 9.96E+01 6.84E+01 4.93E+01 3.21E+01 2.10E+01 1.23E+01 6.39E+00 3.18E+00 7.87E-01 6.84E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.861  4.76E+03 4.47E+03 1.93E+04 9.04E+01 1.00E+02 2.72E+02 2.21E+02 3.07E+02 2.21E+02 2.26E+02 1.60E+02 1.17E+02 8.11E+01 5.68E+01 3.76E+01 1.93E+01 1.06E+01 5.12E+00 1.17E+00 6.71E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.888  7.61E+03 7.45E+03 3.12E+04 1.36E+02 1.44E+02 3.93E+02 3.27E+02 4.49E+02 3.43E+02 3.42E+02 2.47E+02 1.87E+02 1.27E+02 9.09E+01 5.90E+01 3.10E+01 1.68E+01 7.22E+00 2.17E+00 6.25E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  0.914  1.20E+04 1.15E+04 4.85E+04 2.02E+02 2.17E+02 5.86E+02 5.00E+02 6.68E+02 5.10E+02 5.29E+02 3.87E+02 2.96E+02 2.08E+02 1.51E+02 9.00E+01 5.49E+01 2.88E+01 1.40E+01 5.40E+00 1.82E+00 3.86E-01 2.40E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  0.939  1.86E+04 1.75E+04 7.34E+04 2.92E+02 3.24E+02 8.62E+02 7.60E+02 1.02E+03 7.78E+02 8.10E+02 6.01E+02 4.73E+02 3.37E+02 2.50E+02 1.44E+02 9.45E+01 5.13E+01 2.61E+01 1.10E+01 4.70E+00 1.03E+00 6.17E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  0.963  2.85E+04 2.70E+04 1.12E+05 4.10E+02 4.68E+02 1.24E+03 1.11E+03 1.51E+03 1.17E+03 1.23E+03 9.08E+02 7.38E+02 5.37E+02 3.81E+02 2.37E+02 1.46E+02 8.34E+01 4.09E+01 1.81E+01 8.00E+00 1.90E+00 1.04E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.010  7.26E+04 6.37E+04 2.56E+05 8.54E+02 9.63E+02 2.62E+03 2.34E+03 3.16E+03 2.54E+03 2.69E+03 2.06E+03 1.69E+03 1.24E+03 8.84E+02 5.71E+02 3.57E+02 2.11E+02 1.11E+02 5.26E+01 2.54E+01 1.01E+01 3.97E+00 9.18E-01 8.39E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.055  1.66E+05 1.40E+05 5.55E+05 1.77E+03 1.98E+03 5.37E+03 4.75E+03 6.57E+03 5.32E+03 5.74E+03 4.39E+03 3.64E+03 2.72E+03 1.96E+03 1.32E+03 8.19E+02 5.13E+02 2.82E+02 1.41E+02 7.03E+01 2.92E+01 1.18E+01 3.60E+00 1.13E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.098  3.53E+05 2.89E+05 1.13E+06 3.41E+03 3.79E+03 1.04E+04 9.17E+03 1.30E+04 1.05E+04 1.15E+04 8.95E+03 7.46E+03 5.62E+03 4.21E+03 2.86E+03 1.82E+03 1.14E+03 6.62E+02 3.41E+02 1.79E+02 8.25E+01 3.47E+01 1.31E+01 4.31E+00 1.15E+00 7.00E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.140  7.11E+05 5.78E+05 2.22E+06 6.19E+03 6.90E+03 1.89E+04 1.70E+04 2.41E+04 1.99E+04 2.19E+04 1.73E+04 1.48E+04 1.12E+04 8.57E+03 5.81E+03 3.82E+03 2.42E+03 1.42E+03 7.58E+02 4.13E+02 1.93E+02 8.70E+01 3.38E+01 1.20E+01 3.59E+00 8.15E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.180  1.37E+06 1.11E+06 4.19E+06 1.10E+04 1.21E+04 3.33E+04 3.06E+04 4.33E+04 3.59E+04 4.03E+04 3.19E+04 2.80E+04 2.14E+04 1.67E+04 1.14E+04 7.70E+03 4.94E+03 2.97E+03 1.62E+03 8.96E+02 4.36E+02 2.07E+02 8.43E+01 3.44E+01 1.09E+01 2.77E+00 7.78E-01 2.15E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.218  2.55E+06 2.03E+06 7.59E+06 1.89E+04 2.10E+04 5.74E+04 5.28E+04 7.52E+04 6.33E+04 7.15E+04 5.72E+04 5.11E+04 3.96E+04 3.10E+04 2.16E+04 1.47E+04 9.70E+03 5.98E+03 3.32E+03 1.91E+03 9.59E+02 4.79E+02 2.09E+02 8.90E+01 3.13E+01 1.08E+01 2.87E+00 7.78E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.256  4.58E+06 3.63E+06 1.34E+07 3.12E+04 3.43E+04 9.45E+04 8.72E+04 1.26E+05 1.06E+05 1.22E+05 9.86E+04 8.91E+04 6.94E+04 5.57E+04 3.94E+04 2.73E+04 1.81E+04 1.13E+04 6.37E+03 3.74E+03 1.91E+03 9.69E+02 4.27E+02 1.88E+02 7.00E+01 2.37E+01 6.08E+00 8.05E-01 2.00E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.292  7.96E+06 6.22E+06 2.26E+07 5.02E+04 5.55E+04 1.53E+05 1.40E+05 2.05E+05 1.74E+05 2.01E+05 1.63E+05 1.50E+05 1.18E+05 9.67E+04 6.89E+04 4.90E+04 3.27E+04 2.09E+04 1.20E+04 7.18E+03 3.76E+03 1.95E+03 9.10E+02 4.24E+02 1.72E+02 6.15E+01 2.09E+01 5.85E+00 1.09E+00 1.93E-01 1.00E-30 1.00E-30 1.00E-30
  19.00  1.328  1.34E+07 1.04E+07 3.72E+07 7.80E+04 8.59E+04 2.37E+05 2.19E+05 3.21E+05 2.74E+05 3.18E+05 2.63E+05 2.45E+05 1.94E+05 1.63E+05 1.17E+05 8.45E+04 5.68E+04 3.73E+04 2.15E+04 1.31E+04 6.97E+03 3.70E+03 1.75E+03 8.26E+02 3.46E+02 1.29E+02 4.58E+01 1.50E+01 3.50E+00 5.13E-01 1.00E-30 1.00E-30 1.00E-30
  20.00  1.362  2.19E+07 1.67E+07 5.94E+07 1.18E+05 1.30E+05 3.58E+05 3.32E+05 4.90E+05 4.21E+05 4.94E+05 4.10E+05 3.89E+05 3.08E+05 2.62E+05 1.90E+05 1.41E+05 9.61E+04 6.40E+04 3.74E+04 2.31E+04 1.25E+04 6.75E+03 3.24E+03 1.57E+03 6.78E+02 2.66E+02 1.02E+02 3.17E+01 8.86E+00 2.16E+00 4.16E-01 1.00E-30 1.00E-30
  22.50  1.445  8.04E+07 4.95E+07 1.70E+08 2.99E+05 3.27E+05 9.09E+05 8.54E+05 1.26E+06 1.10E+06 1.31E+06 1.10E+06 1.09E+06 8.78E+05 7.76E+05 5.77E+05 4.47E+05 3.12E+05 2.20E+05 1.33E+05 8.64E+04 4.80E+04 2.69E+04 1.34E+04 6.81E+03 3.11E+03 1.30E+03 5.35E+02 1.92E+02 6.27E+01 1.57E+01 4.37E+00 3.46E-01 1.00E-30
  25.00  1.523  2.24E+08 1.31E+08 4.33E+08 6.89E+05 7.50E+05 2.09E+06 1.96E+06 2.94E+06 2.59E+06 3.11E+06 2.65E+06 2.67E+06 2.18E+06 1.99E+06 1.50E+06 1.22E+06 8.77E+05 6.48E+05 4.05E+05 2.76E+05 1.59E+05 9.45E+04 4.85E+04 2.57E+04 1.22E+04 5.31E+03 2.30E+03 8.92E+02 3.19E+02 9.54E+01 2.88E+01 4.95E+00 9.22E-01
  30.00  1.668  1.65E+09 7.44E+08 2.26E+09 3.17E+06 3.44E+06 9.61E+06 9.06E+06 1.37E+07 1.21E+07 1.48E+07 1.27E+07 1.30E+07 1.08E+07 1.02E+07 7.92E+06 6.77E+06 5.04E+06 4.00E+06 2.65E+06 1.98E+06 1.23E+06 8.13E+05 4.51E+05 2.66E+05 1.36E+05 6.57E+04 3.07E+04 1.31E+04 5.30E+03 1.90E+03 6.53E+02 1.92E+02 4.56E+01
  40.00  1.926  6.41E+10 2.09E+10 5.14E+10 6.64E+07 7.02E+07 1.99E+08 1.87E+08 2.84E+08 2.53E+08 3.11E+08 2.68E+08 2.77E+08 2.33E+08 2.22E+08 1.75E+08 1.53E+08 1.17E+08 9.60E+07 6.68E+07 5.28E+07 3.51E+07 2.58E+07 1.60E+07 1.10E+07 6.51E+06 3.92E+06 2.20E+06 1.20E+06 5.92E+05 2.76E+05 1.22E+05 4.95E+04 1.78E+04
  50.00  2.154  1.34E+12 5.30E+11 1.07E+12 1.29E+09 1.35E+09 3.88E+09 3.66E+09 5.58E+09 4.98E+09 6.15E+09 5.36E+09 5.59E+09 4.76E+09 4.57E+09 3.68E+09 3.22E+09 2.52E+09 2.09E+09 1.49E+09 1.19E+09 8.12E+08 6.02E+08 3.88E+08 2.74E+08 1.71E+08 1.08E+08 6.55E+07 3.94E+07 2.22E+07 1.23E+07 6.47E+06 3.31E+06 1.50E+06
  60.00  2.359  5.13E+13 2.56E+13 4.44E+13 4.27E+10 4.45E+10 1.28E+11 1.27E+11 2.07E+11 1.89E+11 2.31E+11 2.10E+11 2.18E+11 1.90E+11 1.85E+11 1.52E+11 1.35E+11 1.08E+11 9.20E+10 6.78E+10 5.68E+10 4.13E+10 2.98E+10 2.00E+10 1.50E+10 9.64E+09 6.49E+09 4.15E+09 2.53E+09 1.55E+09 9.20E+08 5.27E+08 2.89E+08 1.47E+08
  70.00  2.548  8.78E+14 5.03E+14 7.59E+14 6.66E+11 6.93E+11 2.00E+12 1.99E+12 3.24E+12 2.97E+12 3.66E+12 3.35E+12 3.53E+12 3.11E+12 3.07E+12 2.56E+12 2.30E+12 1.87E+12 1.63E+12 1.22E+12 1.05E+12 7.81E+11 5.81E+11 4.02E+11 3.09E+11 2.05E+11 1.43E+11 9.52E+10 6.02E+10 3.85E+10 2.39E+10 1.43E+10 8.27E+09 4.47E+09
  80.00  2.724  1.24E+16 8.29E+15 1.09E+16 8.83E+12 9.18E+12 2.65E+13 2.63E+13 4.29E+13 3.96E+13 4.91E+13 4.51E+13 4.81E+13 4.27E+13 4.27E+13 3.59E+13 3.28E+13 2.70E+13 2.39E+13 1.83E+13 1.60E+13 1.21E+13 9.23E+12 6.53E+12 5.13E+12 3.50E+12 2.52E+12 1.71E+12 1.13E+12 7.42E+11 4.79E+11 2.99E+11 1.80E+11 1.02E+11
  90.00  2.889  1.52E+17 1.18E+17 1.35E+17 1.02E+14 1.06E+14 3.07E+14 3.05E+14 4.98E+14 4.62E+14 5.77E+14 5.32E+14 5.72E+14 5.12E+14 5.17E+14 4.39E+14 4.05E+14 3.37E+14 3.03E+14 2.35E+14 2.08E+14 1.60E+14 1.25E+14 8.99E+13 7.23E+13 5.02E+13 3.69E+13 2.57E+13 1.74E+13 1.18E+13 7.86E+12 5.04E+12 3.16E+12 1.86E+12
 100.00  3.046  1.67E+18 1.49E+18 1.50E+18 1.06E+15 1.10E+15 3.19E+15 3.17E+15 5.17E+15 4.82E+15 6.03E+15 5.62E+15 6.08E+15 5.47E+15 5.57E+15 4.76E+15 4.45E+15 3.73E+15 3.39E+15 2.66E+15 2.38E+15 1.85E+15 1.47E+15 1.08E+15 8.80E+14 6.22E+14 4.68E+14 3.33E+14 2.31E+14 1.60E+14 1.09E+14 7.17E+13 4.63E+13 2.82E+13
 110.00  3.194  1.65E+19 1.68E+19 1.50E+19 1.00E+16 1.04E+16 3.01E+16 3.00E+16 4.88E+16 4.57E+16 5.75E+16 5.36E+16 5.84E+16 5.27E+16 5.40E+16 4.65E+16 4.39E+16 3.72E+16 3.42E+16 2.71E+16 2.45E+16 1.93E+16 1.55E+16 1.15E+16 9.52E+15 6.88E+15 5.26E+15 3.79E+15 2.68E+15 1.89E+15 1.32E+15 8.84E+14 5.87E+14 3.66E+14
 120.00  3.336  1.50E+20 1.73E+20 1.37E+20 8.70E+16 8.97E+16 2.62E+17 2.60E+17 4.25E+17 3.98E+17 5.02E+17 4.71E+17 5.17E+17 4.67E+17 4.83E+17 4.17E+17 3.98E+17 3.39E+17 3.14E+17 2.51E+17 2.29E+17 1.82E+17 1.48E+17 1.12E+17 9.34E+16 6.85E+16 5.28E+16 3.86E+16 2.79E+16 2.00E+16 1.42E+16 9.70E+15 6.57E+15 4.20E+15
 130.00  3.473  1.26E+21 1.64E+21 1.16E+21 7.02E+17 7.23E+17 2.11E+18 2.10E+18 3.43E+18 3.22E+18 4.10E+18 3.83E+18 4.23E+18 3.83E+18 4.00E+18 3.46E+18 3.33E+18 2.85E+18 2.66E+18 2.15E+18 1.97E+18 1.58E+18 1.30E+18 9.94E+17 8.39E+17 6.21E+17 4.86E+17 3.62E+17 2.65E+17 1.92E+17 1.38E+17 9.62E+16 6.64E+16 4.32E+16
 140.00  3.604  9.87E+21 1.45E+22 9.19E+21 5.30E+18 5.45E+18 1.59E+19 1.58E+19 2.59E+19 2.44E+19 3.11E+19 2.91E+19 3.23E+19 2.94E+19 3.08E+19 2.69E+19 2.60E+19 2.23E+19 2.10E+19 1.71E+19 1.58E+19 1.28E+19 1.06E+19 8.17E+18 6.95E+18 5.21E+18 4.14E+18 3.10E+18 2.30E+18 1.69E+18 1.24E+18 8.75E+17 6.12E+17 4.05E+17
