                    ************************************************************************************************
                    *  Z= 30 A= 68: Positive-Parity Spin-dependent Level Density [MeV-1] for Zn 68 and ldmodel= 6  *
 180.00  4.086  3.80E+25 3.74E+24 3.75E+25 9.08E+21 2.70E+22 4.41E+22 5.97E+22 7.31E+22 8.48E+22 9.34E+22 9.99E+22 1.03E+23 1.05E+23 1.03E+23 1.00E+23 9.52E+22 8.87E+22 8.13E+22 7.36E+22 6.53E+22 5.71E+22 4.93E+22 4.17E+22 3.49E+22 2.87E+22 2.33E+22 1.87E+22 1.47E+22 1.15E+22 8.79E+21 6.63E+21 4.94E+21 3.62E+21
 190.00  4.198  2.42E+26 2.42E+25 2.40E+26 5.57E+22 1.65E+23 2.69E+23 3.65E+23 4.48E+23 5.19E+23 5.78E+23 6.16E+23 6.42E+23 6.50E+23 6.46E+23 6.25E+23 6.00E+23 5.62E+23 5.15E+23 4.69E+23 4.19E+23 3.68E+23 3.19E+23 2.72E+23 2.29E+23 1.91E+23 1.56E+23 1.26E+23 1.00E+23 7.86E+22 6.09E+22 4.65E+22 3.50E+22 2.60E+22
 200.00  4.307  1.44E+27 1.45E+26 1.42E+27 3.17E+23 9.41E+23 1.54E+24 2.08E+24 2.57E+24 2.98E+24 3.30E+24 3.54E+24 3.69E+24 3.75E+24 3.73E+24 3.64E+24 3.48E+24 3.28E+24 3.03E+24 2.77E+24 2.49E+24 2.20E+24 1.92E+24 1.65E+24 1.40E+24 1.17E+24 9.62E+23 7.85E+23 6.28E+23 4.96E+23 3.88E+23 2.99E+23 2.27E+23 1.70E+23

                    ************************************************************************************************
                    *  Z= 30 A= 68: Negative-Parity Spin-dependent Level Density [MeV-1] for Zn 68 and ldmodel= 6  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.152  1.53E-02 0.00E+00 9.00E-28 5.45E-02 1.00E-30 6.71E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.215  2.73E-02 0.00E+00 9.00E-28 1.94E-02 1.00E-30 2.87E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.264  8.33E-02 0.00E+00 9.00E-28 5.17E-02 6.71E-02 3.33E-02 2.16E-02 4.99E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.305  4.07E-01 0.00E+00 9.00E-28 3.64E-01 4.02E-01 1.13E-01 9.08E-02 3.25E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.341  1.11E+00 0.00E+00 9.00E-28 8.09E-01 7.30E-01 5.08E-01 1.18E-01 6.70E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.373  1.95E+00 0.00E+00 4.10E-03 1.08E+00 4.94E-01 1.10E+00 1.44E-01 5.33E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.403  3.07E+00 4.00E-03 1.35E-01 2.04E+00 1.95E-01 1.51E+00 4.77E-01 1.92E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.431  4.58E+00 1.05E-01 7.39E-01 2.91E+00 1.46E-01 1.45E+00 1.11E+00 2.04E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.457  6.36E+00 3.48E-01 1.76E+00 2.88E+00 3.99E-01 1.12E+00 1.87E+00 5.26E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.482  8.93E+00 4.70E-01 3.02E+00 4.24E+00 1.14E+00 7.79E-01 2.66E+00 1.03E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.505  1.20E+01 6.58E-01 1.22E+01 3.83E+00 1.74E+00 9.63E-01 2.73E+00 1.46E+00 1.00E-30 1.04E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.528  1.61E+01 3.22E+00 4.48E+01 3.60E+00 1.94E+00 1.88E+00 2.66E+00 1.90E+00 1.27E-03 6.90E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.549  2.27E+01 9.27E+00 1.08E+02 4.28E+00 2.27E+00 2.75E+00 3.16E+00 2.46E+00 7.10E-02 2.49E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.570  3.16E+01 1.87E+01 1.89E+02 3.29E+00 2.62E+00 2.74E+00 3.47E+00 2.94E+00 4.84E-01 6.45E-01 1.00E-30 5.35E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.590  4.44E+01 2.84E+01 2.53E+02 3.72E+00 4.05E+00 3.44E+00 4.75E+00 4.13E+00 1.34E+00 1.37E+00 1.00E-30 2.13E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.609  6.32E+01 3.83E+01 3.33E+02 6.06E+00 6.81E+00 5.99E+00 6.64E+00 6.23E+00 2.56E+00 2.27E+00 4.98E-02 8.34E-01 9.90E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.628  8.99E+01 5.21E+01 4.79E+02 8.26E+00 9.34E+00 1.13E+01 8.57E+00 8.25E+00 3.48E+00 3.29E+00 4.64E-01 1.46E+00 4.33E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.646  1.26E+02 7.47E+01 7.24E+02 9.03E+00 9.81E+00 1.71E+01 9.77E+00 9.79E+00 4.18E+00 3.86E+00 1.41E+00 1.88E+00 5.78E-01 1.12E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.664  1.73E+02 1.06E+02 1.09E+03 9.21E+00 8.83E+00 2.04E+01 1.21E+01 1.08E+01 5.64E+00 4.64E+00 3.10E+00 2.68E+00 7.61E-01 6.15E-01 3.35E-01 3.99E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.681  2.43E+02 1.73E+02 1.65E+03 1.16E+01 1.06E+01 2.56E+01 1.82E+01 1.40E+01 9.93E+00 7.49E+00 5.75E+00 4.83E+00 1.87E+00 1.53E+00 1.20E+00 3.39E-01 6.93E-02 1.12E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.714  5.17E+02 3.07E+02 2.96E+03 2.42E+01 2.61E+01 5.32E+01 3.82E+01 3.13E+01 2.46E+01 1.91E+01 1.51E+01 1.18E+01 6.37E+00 6.26E+00 4.15E+00 2.18E+00 5.54E-01 6.02E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.746  9.37E+02 4.59E+02 4.57E+03 3.80E+01 3.78E+01 7.23E+01 6.49E+01 5.01E+01 3.77E+01 3.24E+01 2.33E+01 1.57E+01 1.45E+01 1.17E+01 5.22E+00 5.85E+00 1.60E+00 9.17E-01 1.02E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.776  1.59E+03 7.25E+02 7.08E+03 4.88E+01 6.41E+01 9.86E+01 9.20E+01 7.98E+01 5.53E+01 5.66E+01 3.44E+01 3.15E+01 2.44E+01 1.90E+01 1.51E+01 8.42E+00 3.95E+00 2.44E+00 5.50E-01 2.19E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.806  2.56E+03 1.08E+03 1.07E+04 6.11E+01 9.55E+01 1.46E+02 1.28E+02 1.23E+02 8.78E+01 8.77E+01 5.28E+01 6.32E+01 4.34E+01 2.73E+01 2.77E+01 1.13E+01 8.64E+00 3.98E+00 6.96E-01 3.17E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.834  4.03E+03 1.60E+03 1.61E+04 1.01E+02 1.29E+02 2.25E+02 1.93E+02 1.82E+02 1.52E+02 1.21E+02 9.82E+01 9.05E+01 6.57E+01 4.98E+01 3.61E+01 2.11E+01 1.30E+01 6.29E+00 1.54E+00 1.10E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.861  6.29E+03 2.47E+03 2.48E+04 1.51E+02 1.84E+02 3.32E+02 2.97E+02 2.73E+02 2.44E+02 1.86E+02 1.82E+02 1.33E+02 1.03E+02 9.35E+01 4.88E+01 3.98E+01 1.97E+01 8.66E+00 4.19E+00 1.04E+00 1.34E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.888  9.60E+03 3.60E+03 3.67E+04 1.56E+02 2.82E+02 4.48E+02 4.22E+02 4.17E+02 3.31E+02 3.28E+02 2.59E+02 2.23E+02 1.78E+02 1.30E+02 9.85E+01 6.04E+01 3.24E+01 1.78E+01 7.17E+00 2.95E+00 8.21E-01 2.04E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  0.914  1.45E+04 5.44E+03 5.55E+04 2.30E+02 3.84E+02 6.31E+02 5.97E+02 5.95E+02 5.14E+02 4.85E+02 3.97E+02 3.40E+02 2.80E+02 2.09E+02 1.51E+02 9.38E+01 5.62E+01 2.83E+01 1.41E+01 6.09E+00 1.41E+00 1.04E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  0.939  2.17E+04 8.05E+03 8.18E+04 3.77E+02 5.16E+02 8.66E+02 8.88E+02 8.50E+02 7.79E+02 6.98E+02 6.09E+02 4.95E+02 4.10E+02 3.17E+02 2.06E+02 1.47E+02 8.14E+01 4.33E+01 2.06E+01 8.74E+00 2.46E+00 7.21E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  0.963  3.20E+04 1.17E+04 1.19E+05 4.23E+02 7.69E+02 1.19E+03 1.21E+03 1.25E+03 1.10E+03 1.06E+03 8.75E+02 7.63E+02 6.07E+02 4.42E+02 3.17E+02 2.06E+02 1.15E+02 6.60E+01 2.85E+01 1.22E+01 3.88E+00 1.15E+00 1.56E-01 1.16E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.010  7.21E+04 2.29E+04 2.39E+05 7.02E+02 1.29E+03 2.10E+03 2.26E+03 2.36E+03 2.25E+03 2.09E+03 1.81E+03 1.58E+03 1.24E+03 9.41E+02 6.73E+02 4.45E+02 2.77E+02 1.48E+02 8.24E+01 3.83E+01 1.58E+01 7.45E+00 1.79E+00 1.16E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.055  1.51E+05 4.66E+04 4.98E+05 9.39E+02 2.24E+03 3.81E+03 4.05E+03 4.57E+03 4.44E+03 4.15E+03 3.68E+03 3.19E+03 2.51E+03 1.91E+03 1.40E+03 8.91E+02 5.53E+02 3.34E+02 1.60E+02 8.44E+01 3.12E+01 1.35E+01 4.24E+00 1.14E+00 1.85E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.098  3.05E+05 8.99E+04 9.70E+05 1.65E+03 4.01E+03 6.77E+03 7.74E+03 9.07E+03 8.85E+03 8.68E+03 7.60E+03 6.73E+03 5.29E+03 4.10E+03 3.05E+03 1.99E+03 1.29E+03 7.99E+02 4.26E+02 2.16E+02 1.15E+02 4.63E+01 2.51E+01 8.98E+00 2.15E+00 1.12E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.140  5.72E+05 1.65E+05 1.79E+06 2.57E+03 6.26E+03 1.05E+04 1.27E+04 1.48E+04 1.50E+04 1.47E+04 1.31E+04 1.16E+04 9.18E+03 7.19E+03 5.28E+03 3.58E+03 2.30E+03 1.41E+03 7.88E+02 4.19E+02 1.94E+02 9.49E+01 3.86E+01 1.17E+01 5.10E+00 1.31E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.180  1.01E+06 2.69E+05 2.91E+06 3.77E+03 1.01E+04 1.65E+04 2.03E+04 2.36E+04 2.41E+04 2.37E+04 2.15E+04 1.88E+04 1.54E+04 1.21E+04 8.95E+03 6.24E+03 4.10E+03 2.59E+03 1.50E+03 8.04E+02 4.12E+02 2.03E+02 8.07E+01 3.07E+01 1.23E+01 3.23E+00 2.78E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.218  1.71E+06 4.32E+05 4.63E+06 6.05E+03 1.66E+04 2.66E+04 3.34E+04 3.85E+04 3.97E+04 3.91E+04 3.56E+04 3.13E+04 2.57E+04 2.03E+04 1.51E+04 1.07E+04 7.08E+03 4.54E+03 2.63E+03 1.45E+03 7.63E+02 3.49E+02 1.51E+02 5.70E+01 1.69E+01 5.72E+00 4.06E-01 1.02E-03 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.256  2.80E+06 6.72E+05 7.19E+06 9.10E+03 2.55E+04 4.08E+04 5.15E+04 5.88E+04 6.12E+04 6.01E+04 5.50E+04 4.83E+04 3.99E+04 3.16E+04 2.36E+04 1.68E+04 1.13E+04 7.22E+03 4.33E+03 2.41E+03 1.24E+03 6.09E+02 2.67E+02 1.01E+02 3.18E+01 8.29E+00 1.55E+00 4.57E-02 1.28E-05 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.292  4.44E+06 1.01E+06 1.08E+07 1.36E+04 3.87E+04 6.16E+04 7.81E+04 8.93E+04 9.33E+04 9.17E+04 8.46E+04 7.43E+04 6.18E+04 4.92E+04 3.72E+04 2.68E+04 1.82E+04 1.18E+04 7.16E+03 4.06E+03 2.13E+03 1.02E+03 4.44E+02 1.71E+02 6.03E+01 1.91E+01 3.09E+00 3.78E-01 1.78E-04 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.328  6.88E+06 1.50E+06 1.63E+07 2.00E+04 5.70E+04 8.99E+04 1.14E+05 1.31E+05 1.37E+05 1.35E+05 1.25E+05 1.10E+05 9.22E+04 7.33E+04 5.57E+04 4.03E+04 2.78E+04 1.81E+04 1.12E+04 6.50E+03 3.51E+03 1.77E+03 8.01E+02 3.23E+02 1.14E+02 3.51E+01 8.44E+00 9.51E-01 2.29E-02 1.84E-05 1.00E-30 1.00E-30 1.00E-30
  20.00  1.362  1.07E+07 2.42E+06 2.60E+07 3.03E+04 8.71E+04 1.38E+05 1.75E+05 2.00E+05 2.09E+05 2.05E+05 1.90E+05 1.68E+05 1.41E+05 1.13E+05 8.65E+04 6.31E+04 4.39E+04 2.90E+04 1.81E+04 1.06E+04 5.90E+03 3.06E+03 1.47E+03 6.28E+02 2.46E+02 9.00E+01 2.75E+01 7.63E+00 6.76E-01 9.68E-02 2.51E-02 1.00E-30 1.00E-30
  22.50  1.445  3.50E+07 6.41E+06 6.86E+07 7.38E+04 2.15E+05 3.37E+05 4.32E+05 4.94E+05 5.19E+05 5.13E+05 4.78E+05 4.24E+05 3.58E+05 2.90E+05 2.24E+05 1.66E+05 1.17E+05 7.91E+04 5.13E+04 3.15E+04 1.83E+04 1.01E+04 5.17E+03 2.46E+03 1.07E+03 4.22E+02 1.48E+02 4.67E+01 1.23E+01 2.68E+00 6.76E-01 1.00E-30 1.00E-30
  25.00  1.523  9.27E+07 1.42E+07 1.53E+08 1.85E+05 5.37E+05 8.44E+05 1.08E+06 1.24E+06 1.31E+06 1.30E+06 1.22E+06 1.09E+06 9.28E+05 7.56E+05 5.94E+05 4.45E+05 3.20E+05 2.19E+05 1.43E+05 8.95E+04 5.31E+04 2.96E+04 1.55E+04 7.50E+03 3.32E+03 1.32E+03 4.64E+02 1.44E+02 3.85E+01 8.96E+00 1.02E+00 3.61E-01 3.74E-02
  30.00  1.668  6.91E+08 8.49E+07 9.25E+08 8.06E+05 2.35E+06 3.70E+06 4.77E+06 5.51E+06 5.86E+06 5.88E+06 5.60E+06 5.08E+06 4.43E+06 3.70E+06 2.97E+06 2.30E+06 1.71E+06 1.22E+06 8.33E+05 5.51E+05 3.47E+05 2.10E+05 1.21E+05 6.61E+04 3.43E+04 1.66E+04 7.53E+03 3.12E+03 1.16E+03 3.77E+02 1.01E+02 2.02E+01 2.12E+00
  40.00  1.926  3.14E+10 2.10E+09 2.33E+10 1.87E+07 5.49E+07 8.73E+07 1.14E+08 1.34E+08 1.46E+08 1.51E+08 1.49E+08 1.40E+08 1.27E+08 1.11E+08 9.43E+07 7.78E+07 6.16E+07 4.74E+07 3.53E+07 2.54E+07 1.78E+07 1.20E+07 7.80E+06 4.90E+06 2.96E+06 1.72E+06 9.55E+05 5.07E+05 2.56E+05 1.22E+05 5.49E+04 2.30E+04 8.93E+03
  50.00  2.154  7.76E+11 5.57E+10 6.27E+11 3.94E+08 1.16E+09 1.85E+09 2.44E+09 2.89E+09 3.19E+09 3.33E+09 3.33E+09 3.20E+09 2.97E+09 2.66E+09 2.31E+09 1.95E+09 1.60E+09 1.27E+09 9.84E+08 7.41E+08 5.39E+08 3.81E+08 2.62E+08 1.75E+08 1.13E+08 7.04E+07 4.25E+07 2.48E+07 1.39E+07 7.52E+06 3.87E+06 1.91E+06 8.99E+05
  60.00  2.359  1.59E+13 1.22E+12 1.38E+13 7.08E+09 2.09E+10 3.35E+10 4.43E+10 5.29E+10 5.89E+10 6.21E+10 6.27E+10 6.12E+10 5.77E+10 5.27E+10 4.67E+10 4.03E+10 3.39E+10 2.77E+10 2.20E+10 1.71E+10 1.29E+10 9.49E+09 6.79E+09 4.75E+09 3.22E+09 2.12E+09 1.35E+09 8.44E+08 5.05E+08 2.94E+08 1.65E+08 8.90E+07 4.63E+07
  70.00  2.548  2.90E+14 2.25E+13 2.53E+14 1.22E+11 3.60E+11 5.79E+11 7.72E+11 9.23E+11 1.03E+12 1.10E+12 1.12E+12 1.10E+12 1.06E+12 9.78E+11 8.81E+11 7.73E+11 6.64E+11 5.52E+11 4.49E+11 3.58E+11 2.77E+11 2.10E+11 1.55E+11 1.12E+11 7.86E+10 5.41E+10 3.61E+10 2.35E+10 1.49E+10 9.14E+09 5.47E+09 3.17E+09 1.78E+09
  80.00  2.724  6.16E+15 5.07E+14 5.63E+15 2.46E+12 7.25E+12 1.17E+13 1.56E+13 1.88E+13 2.11E+13 2.26E+13 2.32E+13 2.30E+13 2.21E+13 2.07E+13 1.88E+13 1.67E+13 1.44E+13 1.22E+13 1.01E+13 8.13E+12 6.45E+12 4.96E+12 3.74E+12 2.76E+12 1.99E+12 1.40E+12 9.59E+11 6.45E+11 4.20E+11 2.68E+11 1.66E+11 1.01E+11 5.94E+10
  90.00  2.889  1.01E+17 8.50E+15 9.30E+16 3.83E+13 1.13E+14 1.82E+14 2.44E+14 2.94E+14 3.32E+14 3.57E+14 3.68E+14 3.67E+14 3.55E+14 3.35E+14 3.07E+14 2.75E+14 2.40E+14 2.05E+14 1.72E+14 1.40E+14 1.13E+14 8.79E+13 6.78E+13 5.07E+13 3.73E+13 2.68E+13 1.88E+13 1.29E+13 8.69E+12 5.66E+12 3.64E+12 2.28E+12 1.39E+12
 100.00  3.046  1.32E+18 1.13E+17 1.23E+18 4.67E+14 1.38E+15 2.23E+15 2.98E+15 3.61E+15 4.09E+15 4.42E+15 4.59E+15 4.60E+15 4.49E+15 4.26E+15 3.94E+15 3.56E+15 3.15E+15 2.73E+15 2.31E+15 1.92E+15 1.56E+15 1.24E+15 9.69E+14 7.42E+14 5.58E+14 4.08E+14 2.94E+14 2.07E+14 1.43E+14 9.59E+13 6.34E+13 4.10E+13 2.59E+13
 110.00  3.194  1.55E+19 1.35E+18 1.45E+19 5.16E+15 1.52E+16 2.47E+16 3.31E+16 4.02E+16 4.57E+16 4.95E+16 5.16E+16 5.22E+16 5.12E+16 4.89E+16 4.56E+16 4.16E+16 3.71E+16 3.25E+16 2.78E+16 2.34E+16 1.92E+16 1.55E+16 1.23E+16 9.54E+15 7.29E+15 5.45E+15 4.00E+15 2.87E+15 2.03E+15 1.40E+15 9.45E+14 6.25E+14 4.07E+14
 120.00  3.336  1.62E+20 1.44E+19 1.54E+20 5.13E+16 1.51E+17 2.45E+17 3.30E+17 4.01E+17 4.57E+17 4.97E+17 5.23E+17 5.28E+17 5.23E+17 5.01E+17 4.71E+17 4.33E+17 3.89E+17 3.43E+17 2.97E+17 2.52E+17 2.10E+17 1.71E+17 1.38E+17 1.08E+17 8.39E+16 6.36E+16 4.74E+16 3.47E+16 2.49E+16 1.76E+16 1.22E+16 8.24E+15 5.45E+15
 130.00  3.473  1.52E+21 1.38E+20 1.46E+21 4.59E+17 1.36E+18 2.20E+18 2.97E+18 3.61E+18 4.14E+18 4.51E+18 4.74E+18 4.83E+18 4.79E+18 4.63E+18 4.37E+18 4.04E+18 3.67E+18 3.26E+18 2.84E+18 2.43E+18 2.04E+18 1.69E+18 1.37E+18 1.09E+18 8.54E+17 6.57E+17 4.99E+17 3.68E+17 2.69E+17 1.93E+17 1.35E+17 9.34E+16 6.33E+16
 140.00  3.604  1.32E+22 1.22E+21 1.27E+22 3.76E+18 1.12E+19 1.81E+19 2.44E+19 2.98E+19 3.42E+19 3.74E+19 3.95E+19 4.04E+19 4.02E+19 3.91E+19 3.72E+19 3.46E+19 3.16E+19 2.83E+19 2.48E+19 2.14E+19 1.82E+19 1.52E+19 1.25E+19 1.00E+19 7.97E+18 6.19E+18 4.76E+18 3.59E+18 2.66E+18 1.94E+18 1.38E+18 9.75E+17 6.73E+17
